gene_id,column_name
Pocillopora_acuta_HIv2___RNAseq.g11557.t1,0
Pocillopora_acuta_HIv2___RNAseq.g11563.t1,0
Pocillopora_acuta_HIv2___RNAseq.g11565.t1,0
Pocillopora_acuta_HIv2___RNAseq.g11569.t1,0
Pocillopora_acuta_HIv2___RNAseq.g11570.t1,0
Pocillopora_acuta_HIv2___RNAseq.g11574.t1,0
Pocillopora_acuta_HIv2___RNAseq.g11579.t2,0
Pocillopora_acuta_HIv2___RNAseq.g11594.t1,0
Pocillopora_acuta_HIv2___RNAseq.g116.t1,0
Pocillopora_acuta_HIv2___RNAseq.g11600.t1,0
Pocillopora_acuta_HIv2___RNAseq.g11601.t1,0
Pocillopora_acuta_HIv2___RNAseq.g11602.t1,0
Pocillopora_acuta_HIv2___RNAseq.g11605.t1,0
Pocillopora_acuta_HIv2___RNAseq.g11610.t1,0
Pocillopora_acuta_HIv2___RNAseq.g11618.t1,0
Pocillopora_acuta_HIv2___RNAseq.g11622.t1,0
Pocillopora_acuta_HIv2___RNAseq.g11626.t1,0
Pocillopora_acuta_HIv2___RNAseq.g11629.t1,0
Pocillopora_acuta_HIv2___RNAseq.g11633.t1,0
Pocillopora_acuta_HIv2___RNAseq.g11642.t1,0
Pocillopora_acuta_HIv2___RNAseq.g11666.t1,0
Pocillopora_acuta_HIv2___RNAseq.g11676.t1,0
Pocillopora_acuta_HIv2___RNAseq.g11681.t1,0
Pocillopora_acuta_HIv2___RNAseq.g11685.t1,0
Pocillopora_acuta_HIv2___RNAseq.g11688.t1,0
Pocillopora_acuta_HIv2___RNAseq.g11693.t1,0
Pocillopora_acuta_HIv2___RNAseq.g11694.t1,0
Pocillopora_acuta_HIv2___RNAseq.g11699.t1,0
Pocillopora_acuta_HIv2___RNAseq.g117.t1,0
Pocillopora_acuta_HIv2___RNAseq.g11700.t1,0
Pocillopora_acuta_HIv2___RNAseq.g11710.t1,0
Pocillopora_acuta_HIv2___RNAseq.g11717.t1,0
Pocillopora_acuta_HIv2___RNAseq.g11720.t2,0
Pocillopora_acuta_HIv2___RNAseq.g11721.t1,0
Pocillopora_acuta_HIv2___RNAseq.g11723.t1,0
Pocillopora_acuta_HIv2___RNAseq.g11724.t1,0
Pocillopora_acuta_HIv2___RNAseq.g11728.t1,0
Pocillopora_acuta_HIv2___RNAseq.g11734.t1,0
Pocillopora_acuta_HIv2___RNAseq.g11735.t1,0
Pocillopora_acuta_HIv2___RNAseq.g11740.t1,0
Pocillopora_acuta_HIv2___RNAseq.g11741.t1,0
Pocillopora_acuta_HIv2___RNAseq.g11744.t1,0
Pocillopora_acuta_HIv2___RNAseq.g11745.t1a,0
Pocillopora_acuta_HIv2___RNAseq.g11746.t1,0
Pocillopora_acuta_HIv2___RNAseq.g11751.t1,0
Pocillopora_acuta_HIv2___RNAseq.g11753.t1,0
Pocillopora_acuta_HIv2___RNAseq.g11757.t1,0
Pocillopora_acuta_HIv2___RNAseq.g11760.t1,0
Pocillopora_acuta_HIv2___RNAseq.g11769.t1,0
Pocillopora_acuta_HIv2___RNAseq.g11777.t1,0
Pocillopora_acuta_HIv2___RNAseq.g11778.t1,0
Pocillopora_acuta_HIv2___RNAseq.g11780.t1,0
Pocillopora_acuta_HIv2___RNAseq.g11799.t1,0
Pocillopora_acuta_HIv2___RNAseq.g11805.t1,0
Pocillopora_acuta_HIv2___RNAseq.g11806.t1,0
Pocillopora_acuta_HIv2___RNAseq.g11840.t1,0
Pocillopora_acuta_HIv2___RNAseq.g11842.t1,0
Pocillopora_acuta_HIv2___RNAseq.g11843.t1,0
Pocillopora_acuta_HIv2___RNAseq.g11846.t1,0
Pocillopora_acuta_HIv2___RNAseq.g11861.t1a,0
Pocillopora_acuta_HIv2___RNAseq.g11862.t1,0
Pocillopora_acuta_HIv2___RNAseq.g11866.t1,0
Pocillopora_acuta_HIv2___RNAseq.g11873.t1,0
Pocillopora_acuta_HIv2___RNAseq.g11876.t1,0
Pocillopora_acuta_HIv2___RNAseq.g11880.t1,0
Pocillopora_acuta_HIv2___RNAseq.g11881.t1,0
Pocillopora_acuta_HIv2___RNAseq.g1189.t1,0
Pocillopora_acuta_HIv2___RNAseq.g11895.t1,0
Pocillopora_acuta_HIv2___RNAseq.g11896.t1,0
Pocillopora_acuta_HIv2___RNAseq.g119.t1,0
Pocillopora_acuta_HIv2___RNAseq.g1190.t1,0
Pocillopora_acuta_HIv2___RNAseq.g11906.t1,0
Pocillopora_acuta_HIv2___RNAseq.g11913.t1,0
Pocillopora_acuta_HIv2___RNAseq.g11920.t1,0
Pocillopora_acuta_HIv2___RNAseq.g11921.t1,0
Pocillopora_acuta_HIv2___RNAseq.g11926.t1,0
Pocillopora_acuta_HIv2___RNAseq.g11929.t1,0
Pocillopora_acuta_HIv2___RNAseq.g11932.t1,0
Pocillopora_acuta_HIv2___RNAseq.g11939.t1,0
Pocillopora_acuta_HIv2___RNAseq.g11946.t1,0
Pocillopora_acuta_HIv2___RNAseq.g11948.t1,0
Pocillopora_acuta_HIv2___RNAseq.g12005.t1,0
Pocillopora_acuta_HIv2___RNAseq.g12017.t1,0
Pocillopora_acuta_HIv2___RNAseq.g12019.t1,0
Pocillopora_acuta_HIv2___RNAseq.g12032.t1,0
Pocillopora_acuta_HIv2___RNAseq.g12036.t1,0
Pocillopora_acuta_HIv2___RNAseq.g12039.t1,0
Pocillopora_acuta_HIv2___RNAseq.g12042.t1,0
Pocillopora_acuta_HIv2___RNAseq.g12043.t1,0
Pocillopora_acuta_HIv2___RNAseq.g12046.t1,0
Pocillopora_acuta_HIv2___RNAseq.g12049.t1,0
Pocillopora_acuta_HIv2___RNAseq.g12051.t1,0
Pocillopora_acuta_HIv2___RNAseq.g12054.t1,0
Pocillopora_acuta_HIv2___RNAseq.g12059.t1,0
Pocillopora_acuta_HIv2___RNAseq.g12061.t1,0
Pocillopora_acuta_HIv2___RNAseq.g12068.t1,0
Pocillopora_acuta_HIv2___RNAseq.g12072.t1,0
Pocillopora_acuta_HIv2___RNAseq.g12078.t1,0
Pocillopora_acuta_HIv2___RNAseq.g12079.t1,0
Pocillopora_acuta_HIv2___RNAseq.g12087.t1,0
Pocillopora_acuta_HIv2___RNAseq.g12092.t1,0
Pocillopora_acuta_HIv2___RNAseq.g12094.t1,0
Pocillopora_acuta_HIv2___RNAseq.g12095.t1,0
Pocillopora_acuta_HIv2___RNAseq.g12102.t1,0
Pocillopora_acuta_HIv2___RNAseq.g12117.t1,0
Pocillopora_acuta_HIv2___RNAseq.g12119.t3,0
Pocillopora_acuta_HIv2___RNAseq.g12121.t1,0
Pocillopora_acuta_HIv2___RNAseq.g12123.t1,0
Pocillopora_acuta_HIv2___RNAseq.g12131.t1,0
Pocillopora_acuta_HIv2___RNAseq.g12133.t1,0
Pocillopora_acuta_HIv2___RNAseq.g12154.t1,0
