"","KEGGterm","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","bh_adjust"
"2670","K15137",0.999999999979736,0.902882855443984,0,1,1
"3258","K18667",0.999999999979804,0.917112587232756,0,1,1
"4054","K24815",0.999999999979879,0.928194368953794,0,1,1
"219","K01231",0.999999999979929,0.928178526019519,0,1,1
"1283","K08334",0.99999999997998,0.922838215360453,0,1,1
"85","K00572",0.999999999980009,0.675925930337832,0,4,1
"90","K00600",0.99999999998005,0.891638478700049,0,1,1
"1113","K06674",0.999999999980089,0.928185407611779,0,1,1
"321","K01800",0.999999999980116,0.905556491110303,0,1,1
"1421","K09191",0.999999999980188,0.821176305633059,0,2,1
"2143","K12616",0.999999999980272,0.928116097304875,0,1,1
"328","K01866",0.999999999980284,0.92624955391708,0,1,1
"3847","K23697",0.999999999980427,0.919668313729256,0,1,1
"2377","K13711",0.999999999980454,0.910715662050184,0,1,1
"2913","K16739",0.999999999980454,0.910715662050184,0,1,1
"2676","K15162",0.999999999980473,0.928729897875724,0,1,1
"2581","K14794",0.999999999980477,0.928495743128202,0,1,1
"3129","K17889",0.999999999980521,0.919196438051026,0,1,1
"915","K05011",0.999999999980535,0.928687232271183,0,1,1
"2135","K12602",0.999999999980537,0.91068686335507,0,1,1
"3005","K17356",0.999999999980629,0.899268745597309,0,1,1
"4099","K25079",0.999999999980686,0.886851918912224,0,1,1
"74","K00512",0.99999999998073,0.871016919558786,0,1,1
"1858","K11321",0.999999999980735,0.927549867588321,0,1,1
"1370","K08833",0.999999999980782,0.928207882189209,0,1,1
"2614","K14844",0.999999999980812,0.921728123209738,0,1,1
"871","K04671",0.999999999980813,0.906746031854894,0,1,1
"2822","K16302",0.999999999980813,0.909471027357972,0,1,1
"2648","K15033",0.99999999998086,0.889315662492707,0,1,1
"2209","K12858",0.999999999980908,0.928192314566474,0,1,1
"27","K00164",0.999999999980915,0.92831410600247,0,1,1
"3478","K20191",0.999999999980926,0.928210058701693,0,1,1
"2013","K11974",0.999999999980951,0.928199200968297,0,1,1
"3016","K17411",0.999999999980968,0.862442302877559,0,1,1
"1328","K08707",0.999999999981002,0.924652622122857,0,1,1
"3670","K22262",0.999999999981038,0.861860431294371,0,2,1
"2439","K14295",0.999999999981058,0.89659301897793,0,1,1
"1842","K11279",0.999999999981062,0.92714669127735,0,1,1
"623","K03134",0.999999999981108,0.874859735126919,0,1,1
"2801","K15732",0.999999999981132,0.922278577089765,0,1,1
"3138","K17916",0.999999999981159,0.742315440355934,0,4,1
"3691","K22453",0.999999999981214,0.907357075227965,0,1,1
"3990","K24511",0.999999999981226,0.926061701507555,0,1,1
"474","K02865",0.999999999981227,0.875711429220018,0,1,1
"3842","K23677",0.999999999981233,0.909759464634524,0,1,1
"1889","K11430",0.99999999998128,0.927108881471506,0,1,1
"2090","K12393",0.999999999981294,0.923068938707288,0,1,1
"3968","K24350",0.999999999981326,0.910332811244531,0,1,1
"1582","K10141",0.999999999981388,0.920825920240792,0,1,1
"2269","K13121",0.999999999981388,0.901723529384521,0,1,1
"1117","K06678",0.999999999981392,0.926018487615708,0,1,1
"3346","K19526",0.999999999981417,0.928690404681676,0,1,1
"1645","K10407",0.999999999981436,0.928160446011278,0,1,1
"58","K00411",0.99999999998144,0.885000613648121,0,1,1
"582","K03022",0.99999999998144,0.885000613648121,0,1,1
"693","K03511",0.999999999981504,0.879356333531306,0,1,1
