"","KEGGterm","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","bh_adjust"
"1941","K11658",0.999999999999998,0.99743577756591,0,1,1
"2119","K12559",0.999999999999998,0.997512390857697,0,1,1
"2315","K13187",0.999999999999998,0.996545254112495,0,1,1
"2348","K13353",0.999999999999998,0.996145083994254,0,1,1
"2512","K14561",0.999999999999998,0.997052637109894,0,1,1
"2634","K14963",0.999999999999998,0.996992599717515,0,1,1
"2790","K15692",0.999999999999998,0.996992599717515,0,1,1
"3181","K18169",0.999999999999998,0.996952179928108,0,1,1
"3225","K18441",0.999999999999998,0.997193040405502,0,1,1
"3426","K20029",0.999999999999998,0.996727381743385,0,1,1
"3859","K23739",0.999999999999998,0.996952179928108,0,1,1
"3945","K24173",0.999999999999998,0.997356797611187,0,1,1
"4127","K25396",0.999999999999998,0.994980173807649,0,1,1
"20","K00111",0.999999999999998,0.997066831228238,0,1,1
"209","K01192",0.999999999999998,0.997425105563753,0,1,1
"238","K01303",0.999999999999998,0.997431918112698,0,1,1
"341","K01892",0.999999999999998,0.997065947523551,0,1,1
"1010","K05850",0.999999999999998,0.992176160668642,0,3,1
"1172","K07304",0.999999999999998,0.995844437227433,0,1,1
"1272","K08211",0.999999999999998,0.997187782165359,0,1,1
"1291","K08467",0.999999999999998,0.991848439307069,0,2,1
"1443","K09272",0.999999999999998,0.997383860601771,0,1,1
"1878","K11412",0.999999999999998,0.997208258809951,0,1,1
"2097","K12460",0.999999999999998,0.997454792193778,0,1,1
"2221","K12871",0.999999999999998,0.996270849076132,0,1,1
"2269","K13121",0.999999999999998,0.996620408831707,0,1,1
"2408","K14000",0.999999999999998,0.99744977490937,0,1,1
"3082","K17607",0.999999999999998,0.996270849076132,0,1,1
"3224","K18439",0.999999999999998,0.997474189627,0,1,1
"3427","K20030",0.999999999999998,0.99696608331002,0,1,1
"3445","K20100",0.999999999999998,0.997434622176871,0,1,1
"3750","K23008",0.999999999999998,0.996598375396634,0,1,1
"4016","K24686",0.999999999999998,0.996195329761432,0,1,1
"755","K03964",0.999999999999999,0.996051597998335,0,1,1
"797","K04418",0.999999999999999,0.997197590232079,0,1,1
"863","K04644",0.999999999999999,0.996204467884978,0,1,1
"1051","K06106",0.999999999999999,0.997430099939653,0,1,1
"1525","K09550",0.999999999999999,0.995114081906033,0,1,1
"1734","K10735",0.999999999999999,0.996221703121053,0,1,1
"1738","K10744",0.999999999999999,0.997162814148061,0,1,1
"1831","K11248",0.999999999999999,0.997197590232079,0,1,1
"1945","K11666",0.999999999999999,0.996760773465928,0,1,1
"2044","K12181",0.999999999999999,0.991909440199965,0,2,1
"2282","K13142",0.999999999999999,0.997428996730371,0,1,1
"2591","K14808",0.999999999999999,0.994406408560305,0,2,1
"2615","K14845",0.999999999999999,0.99199000628001,0,2,1
"2724","K15297",0.999999999999999,0.997442992934255,0,1,1
"2852","K16475",0.999999999999999,0.9974290443562,0,1,1
"2896","K16620",0.999999999999999,0.99490110391332,0,1,1
"3012","K17404",0.999999999999999,0.994918740604336,0,1,1
"3123","K17849",0.999999999999999,0.997521327601628,0,1,1
"3206","K18400",0.999999999999999,0.997195531055628,0,1,1
"3369","K19677",0.999999999999999,0.997315410698004,0,1,1
"3376","K19719",0.999999999999999,0.997504151898867,0,1,1
"3488","K20232",0.999999999999999,0.996773659479147,0,1,1
"3532","K20471",0.999999999999999,0.997197590232079,0,1,1
"3564","K20790",0.999999999999999,0.995733473579021,0,1,1
"3645","K21970",0.999999999999999,0.995457007196481,0,1,1
"3716","K22745",0.999999999999999,0.992061747233022,0,2,1
"3766","K23219",0.999999999999999,0.997356454907882,0,1,1
"3910","K23978",0.999999999999999,0.995491912608596,0,1,1
"3996","K24539",0.999999999999999,0.995630555837074,0,1,1
"4038","K24752",0.999999999999999,0.997430786181139,0,1,1
"4095","K25006",0.999999999999999,0.995560746238421,0,1,1
