GO_id,term,GOSlim_bin,aspect
GO:0000001,,cell organization and biogenesis,P
GO:0000002,,cell organization and biogenesis,P
GO:0000003,,other biological processes,P
GO:0000006,,transporter activity,F
GO:0000007,,transporter activity,F
GO:0000009,,other molecular function,F
GO:0000010,,other molecular function,F
GO:0000011,,cell organization and biogenesis,P
GO:0000012,,stress response,P
GO:0000012,,DNA metabolism,P
GO:0000014,,other molecular function,F
GO:0000015,,cytosol,C
GO:0000016,,other molecular function,F
GO:0000017,,transport,P
GO:0000018,,DNA metabolism,P
GO:0000019,,DNA metabolism,P
GO:0000022,,cell cycle and proliferation,P
GO:0000022,,cell organization and biogenesis,P
GO:0000023,,other metabolic processes,P
GO:0000024,,other metabolic processes,P
GO:0000025,,other metabolic processes,P
GO:0000026,,other molecular function,F
GO:0000027,,cell organization and biogenesis,P
GO:0000028,,cell organization and biogenesis,P
GO:0000030,,other molecular function,F
GO:0000031,,other molecular function,F
GO:0000032,,protein metabolism,P
GO:0000033,,other molecular function,F
GO:0000034,,other molecular function,F
GO:0000035,,other molecular function,F
GO:0000036,,other molecular function,F
GO:0000038,,other metabolic processes,P
GO:0000040,,transport,P
GO:0000041,,transport,P
GO:0000042,,transport,P
GO:0000045,,stress response,P
GO:0000045,,other metabolic processes,P
GO:0000045,,cell organization and biogenesis,P
GO:0000046,,stress response,P
GO:0000046,,other metabolic processes,P
GO:0000046,,cell organization and biogenesis,P
GO:0000048,,other molecular function,F
GO:0000049,,nucleic acid binding activity,F
GO:0000050,,other metabolic processes,P
GO:0000052,,other metabolic processes,P
GO:0000053,,other metabolic processes,P
GO:0000054,,transport,P
GO:0000055,,transport,P
GO:0000056,,transport,P
GO:0000059,,transport,P
GO:0000059,,cell organization and biogenesis,P
GO:0000060,,transport,P
GO:0000061,,transport,P
GO:0000061,,cell organization and biogenesis,P
GO:0000062,,other molecular function,F
GO:0000064,,transporter activity,F
GO:0000066,,transport,P
GO:0000070,,cell cycle and proliferation,P
GO:0000070,,cell organization and biogenesis,P
GO:0000072,,cell cycle and proliferation,P
GO:0000073,,cell cycle and proliferation,P
GO:0000073,,cell organization and biogenesis,P
GO:0000075,,cell cycle and proliferation,P
GO:0000076,,cell cycle and proliferation,P
GO:0000077,,cell cycle and proliferation,P
GO:0000077,,stress response,P
GO:0000078,,cell cycle and proliferation,P
GO:0000079,,cell cycle and proliferation,P
GO:0000079,,protein metabolism,P
GO:0000080,,cell cycle and proliferation,P
GO:0000082,,cell cycle and proliferation,P
GO:0000083,,cell cycle and proliferation,P
GO:0000083,,RNA metabolism,P
GO:0000084,,cell cycle and proliferation,P
GO:0000085,,cell cycle and proliferation,P
GO:0000086,,cell cycle and proliferation,P
GO:0000087,,cell cycle and proliferation,P
GO:0000088,,cell cycle and proliferation,P
GO:0000088,,cell organization and biogenesis,P
GO:0000089,,cell cycle and proliferation,P
GO:0000089,,cell organization and biogenesis,P
GO:0000090,,cell cycle and proliferation,P
GO:0000090,,cell organization and biogenesis,P
GO:0000091,,cell cycle and proliferation,P
GO:0000091,,cell organization and biogenesis,P
GO:0000092,,cell cycle and proliferation,P
GO:0000092,,cell organization and biogenesis,P
GO:0000093,,cell cycle and proliferation,P
GO:0000093,,cell organization and biogenesis,P
GO:0000095,,transporter activity,F
GO:0000096,,other metabolic processes,P
GO:0000097,,other metabolic processes,P
GO:0000098,,other metabolic processes,P
GO:0000099,,transporter activity,F
GO:0000100,,transporter activity,F
GO:0000101,,transport,P
GO:0000102,,transporter activity,F
GO:0000103,,other metabolic processes,P
GO:0000104,,other molecular function,F
GO:0000105,,other metabolic processes,P
GO:0000107,,other molecular function,F
GO:0000109,,nucleus,C
GO:0000110,,nucleus,C
GO:0000111,,nucleus,C
GO:0000112,,nucleus,C
GO:0000113,,nucleus,C
GO:0000114,,cell cycle and proliferation,P
GO:0000114,,RNA metabolism,P
GO:0000115,,cell cycle and proliferation,P
GO:0000115,,RNA metabolism,P
GO:0000116,,cell cycle and proliferation,P
GO:0000116,,RNA metabolism,P
GO:0000117,,cell cycle and proliferation,P
GO:0000117,,RNA metabolism,P
GO:0000118,,nucleus,C
GO:0000120,,nucleus,C
GO:0000121,,other molecular function,F
GO:0000122,,RNA metabolism,P
GO:0000123,,nucleus,C
GO:0000124,,nucleus,C
GO:0000125,,nucleus,C
GO:0000126,,nucleus,C
GO:0000127,,nucleus,C
GO:0000128,,other biological processes,P
GO:0000131,,other cellular component,C
GO:0000132,,cell cycle and proliferation,P
GO:0000132,,cell organization and biogenesis,P
GO:0000133,,other cellular component,C
GO:0000135,,cell cycle and proliferation,P
GO:0000136,,ER/Golgi,C
GO:0000136,,other membranes,C
GO:0000137,,ER/Golgi,C
GO:0000138,,ER/Golgi,C
GO:0000139,,ER/Golgi,C
GO:0000139,,other membranes,C
GO:0000140,,other molecular function,F
GO:0000142,,cytoskeleton,C
GO:0000144,,cytoskeleton,C
GO:0000145,,other cellular component,C
GO:0000146,,cytoskeletal activity,F
GO:0000147,,cell organization and biogenesis,P
GO:0000148,,plasma membrane,C
GO:0000148,,other membranes,C
GO:0000149,,other molecular function,F
GO:0000150,,other molecular function,F
GO:0000151,,other cellular component,C
GO:0000152,,nucleus,C
GO:0000153,,other cellular component,C
GO:0000154,,RNA metabolism,P
GO:0000155,,signal transduction activity,F
GO:0000155,,kinase activity,F
GO:0000156,,signal transduction activity,F
GO:0000159,,other cellular component,C
GO:0000160,,signal transduction,P
GO:0000161,,signal transduction,P
GO:0000161,,stress response,P
GO:0000162,,other metabolic processes,P
GO:0000164,,other cellular component,C
GO:0000165,,signal transduction,P
GO:0000166,,other molecular function,F
GO:0000167,,protein metabolism,P
GO:0000168,,protein metabolism,P
GO:0000169,,signal transduction,P
GO:0000169,,protein metabolism,P
GO:0000170,,other molecular function,F
GO:0000171,,other molecular function,F
GO:0000172,,other cellular component,C
GO:0000173,,signal transduction,P
GO:0000173,,protein metabolism,P
GO:0000175,,other molecular function,F
GO:0000176,,nucleus,C
GO:0000177,,other cytoplasmic organelle,C
GO:0000178,,other cellular component,C
GO:0000179,,other molecular function,F
GO:0000182,,nucleic acid binding activity,F
GO:0000183,,RNA metabolism,P
GO:0000184,,RNA metabolism,P
GO:0000185,,protein metabolism,P
GO:0000186,,protein metabolism,P
GO:0000187,,signal transduction,P
GO:0000187,,protein metabolism,P
GO:0000188,,signal transduction,P
GO:0000188,,protein metabolism,P
GO:0000189,,signal transduction,P
GO:0000189,,transport,P
GO:0000196,,signal transduction,P
GO:0000197,,protein metabolism,P
GO:0000198,,protein metabolism,P
GO:0000199,,signal transduction,P
GO:0000199,,protein metabolism,P
GO:0000200,,signal transduction,P
GO:0000200,,protein metabolism,P
GO:0000201,,signal transduction,P
GO:0000201,,transport,P
GO:0000208,,signal transduction,P
GO:0000208,,transport,P
GO:0000208,,stress response,P
GO:0000209,,protein metabolism,P
GO:0000210,,other molecular function,F
GO:0000212,,cell cycle and proliferation,P
GO:0000212,,cell organization and biogenesis,P
GO:0000213,,other molecular function,F
GO:0000214,,nucleus,C
GO:0000215,,other molecular function,F
GO:0000216,,cell cycle and proliferation,P
GO:0000217,,nucleic acid binding activity,F
GO:0000220,,other cytoplasmic organelle,C
GO:0000220,,other membranes,C
GO:0000221,,other cytoplasmic organelle,C
GO:0000221,,other membranes,C
GO:0000222,,plasma membrane,C
GO:0000222,,other membranes,C
GO:0000223,,plasma membrane,C
GO:0000223,,other membranes,C
GO:0000224,,other molecular function,F
GO:0000225,,other molecular function,F
GO:0000226,,cell organization and biogenesis,P
GO:0000227,,transporter activity,F
GO:0000228,,nucleus,C
GO:0000229,,other cellular component,C
GO:0000234,,other molecular function,F
GO:0000235,,cytoskeleton,C
GO:0000236,,cell cycle and proliferation,P
GO:0000236,,cell organization and biogenesis,P
GO:0000237,,cell cycle and proliferation,P
GO:0000238,,cell cycle and proliferation,P
GO:0000239,,cell cycle and proliferation,P
GO:0000240,,cell cycle and proliferation,P
GO:0000241,,cell cycle and proliferation,P
GO:0000242,,cytoskeleton,C
GO:0000243,,nucleus,C
GO:0000244,,RNA metabolism,P
GO:0000244,,cell organization and biogenesis,P
GO:0000245,,RNA metabolism,P
GO:0000245,,cell organization and biogenesis,P
GO:0000246,,other molecular function,F
GO:0000247,,other molecular function,F
GO:0000248,,other molecular function,F
GO:0000249,,other molecular function,F
GO:0000250,,other molecular function,F
GO:0000252,,other molecular function,F
GO:0000253,,other molecular function,F
GO:0000254,,other molecular function,F
GO:0000255,,other metabolic processes,P
GO:0000256,,other metabolic processes,P
GO:0000257,,other molecular function,F
GO:0000262,,mitochondrion,C
GO:0000266,,cell organization and biogenesis,P
GO:0000268,,other molecular function,F
GO:0000269,,transporter activity,F
GO:0000270,,other metabolic processes,P
GO:0000271,,other metabolic processes,P
GO:0000272,,other metabolic processes,P
GO:0000274,,mitochondrion,C
GO:0000274,,other membranes,C
GO:0000275,,mitochondrion,C
GO:0000275,,other membranes,C
GO:0000276,,mitochondrion,C
GO:0000276,,other membranes,C
GO:0000277,,other molecular function,F
GO:0000278,,cell cycle and proliferation,P
GO:0000279,,cell cycle and proliferation,P
GO:0000280,,cell organization and biogenesis,P
GO:0000281,,cell cycle and proliferation,P
GO:0000282,,cell cycle and proliferation,P
GO:0000285,,kinase activity,F
GO:0000286,,other molecular function,F
GO:0000287,,other molecular function,F
GO:0000288,,RNA metabolism,P
GO:0000289,,RNA metabolism,P
GO:0000290,,RNA metabolism,P
GO:0000291,,RNA metabolism,P
GO:0000292,,RNA metabolism,P
GO:0000293,,other molecular function,F
GO:0000294,,RNA metabolism,P
GO:0000295,,transporter activity,F
GO:0000296,,transport,P
GO:0000297,,transporter activity,F
GO:0000298,,other molecular function,F
GO:0000301,,transport,P
GO:0000302,,stress response,P
GO:0000303,,stress response,P
GO:0000304,,stress response,P
GO:0000305,,stress response,P
GO:0000306,,other cytoplasmic organelle,C
GO:0000306,,other membranes,C
GO:0000307,,other cellular component,C
GO:0000308,,other cellular component,C
GO:0000309,,other molecular function,F
GO:0000310,,other molecular function,F
GO:0000311,,translational apparatus,C
GO:0000312,,translational apparatus,C
GO:0000313,,translational apparatus,C
GO:0000314,,translational apparatus,C
GO:0000315,,translational apparatus,C
GO:0000316,,transport,P
GO:0000318,,other molecular function,F
GO:0000319,,transporter activity,F
GO:0000320,,cell cycle and proliferation,P
GO:0000321,,cell cycle and proliferation,P
GO:0000321,,signal transduction,P
GO:0000322,,other cytoplasmic organelle,C
GO:0000323,,other cytoplasmic organelle,C
GO:0000324,,other cytoplasmic organelle,C
GO:0000325,,other cytoplasmic organelle,C
GO:0000326,,other cytoplasmic organelle,C
GO:0000327,,other cytoplasmic organelle,C
GO:0000328,,other cytoplasmic organelle,C
GO:0000329,,other cytoplasmic organelle,C
GO:0000329,,other membranes,C
GO:0000330,,other cytoplasmic organelle,C
GO:0000331,,other cytoplasmic organelle,C
GO:0000332,,nucleic acid binding activity,F
GO:0000333,,nucleus,C
GO:0000334,,other molecular function,F
GO:0000335,,DNA metabolism,P
GO:0000336,,DNA metabolism,P
GO:0000337,,DNA metabolism,P
GO:0000338,,protein metabolism,P
GO:0000339,,nucleic acid binding activity,F
GO:0000340,,nucleic acid binding activity,F
GO:0000341,,nucleic acid binding activity,F
GO:0000342,,nucleic acid binding activity,F
GO:0000343,,other cellular component,C
GO:0000344,,other cellular component,C
GO:0000345,,cytosol,C
GO:0000346,,nucleus,C
GO:0000347,,nucleus,C
GO:0000348,,RNA metabolism,P
GO:0000348,,cell organization and biogenesis,P
GO:0000349,,RNA metabolism,P
GO:0000349,,cell organization and biogenesis,P
GO:0000350,,RNA metabolism,P
GO:0000350,,cell organization and biogenesis,P
GO:0000352,,RNA metabolism,P
GO:0000352,,cell organization and biogenesis,P
GO:0000353,,RNA metabolism,P
GO:0000353,,cell organization and biogenesis,P
GO:0000354,,RNA metabolism,P
GO:0000354,,cell organization and biogenesis,P
GO:0000365,,RNA metabolism,P
GO:0000366,,RNA metabolism,P
GO:0000372,,RNA metabolism,P
GO:0000373,,RNA metabolism,P
GO:0000374,,RNA metabolism,P
GO:0000375,,RNA metabolism,P
GO:0000376,,RNA metabolism,P
GO:0000377,,RNA metabolism,P
GO:0000378,,RNA metabolism,P
GO:0000379,,RNA metabolism,P
GO:0000380,,RNA metabolism,P
GO:0000381,,RNA metabolism,P
GO:0000384,,other molecular function,F
GO:0000386,,other molecular function,F
GO:0000387,,RNA metabolism,P
GO:0000387,,cell organization and biogenesis,P
GO:0000388,,RNA metabolism,P
GO:0000388,,cell organization and biogenesis,P
GO:0000389,,RNA metabolism,P
GO:0000389,,cell organization and biogenesis,P
GO:0000390,,RNA metabolism,P
GO:0000390,,cell organization and biogenesis,P
GO:0000393,,RNA metabolism,P
GO:0000393,,cell organization and biogenesis,P
GO:0000394,,RNA metabolism,P
GO:0000395,,RNA metabolism,P
GO:0000395,,cell organization and biogenesis,P
GO:0000398,,RNA metabolism,P
GO:0000399,,other cellular component,C
GO:0000400,,nucleic acid binding activity,F
GO:0000401,,nucleic acid binding activity,F
GO:0000402,,nucleic acid binding activity,F
GO:0000403,,nucleic acid binding activity,F
GO:0000404,,nucleic acid binding activity,F
GO:0000405,,nucleic acid binding activity,F
GO:0000406,,nucleic acid binding activity,F
GO:0000407,,other cellular component,C
GO:0000408,,other cellular component,C
GO:0000409,,RNA metabolism,P
GO:0000410,,RNA metabolism,P
GO:0000411,,RNA metabolism,P
GO:0000412,,protein metabolism,P
GO:0000412,,cell organization and biogenesis,P
GO:0000413,,protein metabolism,P
GO:0000414,,protein metabolism,P
GO:0000414,,cell organization and biogenesis,P
GO:0000415,,protein metabolism,P
GO:0000415,,cell organization and biogenesis,P
GO:0000416,,protein metabolism,P
GO:0000416,,cell organization and biogenesis,P
GO:0000417,,nucleus,C
GO:0000418,,nucleus,C
GO:0000419,,nucleus,C
GO:0000421,,other cytoplasmic organelle,C
GO:0000421,,other membranes,C
GO:0000422,,other metabolic processes,P
GO:0000423,,stress response,P
GO:0000423,,other metabolic processes,P
GO:0000424,,other metabolic processes,P
GO:0000424,,cell organization and biogenesis,P
GO:0000425,,stress response,P
GO:0000425,,other metabolic processes,P
GO:0000425,,cell organization and biogenesis,P
GO:0000426,,other metabolic processes,P
GO:0000426,,cell organization and biogenesis,P
GO:0000427,,other cellular component,C
GO:0000428,,other cellular component,C
GO:0000429,,RNA metabolism,P
GO:0000430,,RNA metabolism,P
GO:0000431,,RNA metabolism,P
GO:0000432,,RNA metabolism,P
GO:0000433,,RNA metabolism,P
GO:0000434,,RNA metabolism,P
GO:0000435,,RNA metabolism,P
GO:0000436,,RNA metabolism,P
GO:0000437,,RNA metabolism,P
GO:0000438,,nucleus,C
GO:0000439,,nucleus,C
GO:0000440,,nucleus,C
GO:0000441,,other cellular component,C
GO:0000442,,nucleus,C
GO:0000443,,nucleus,C
GO:0000444,,other cellular component,C
GO:0000445,,nucleus,C
GO:0000446,,nucleus,C
GO:0000447,,RNA metabolism,P
GO:0000448,,RNA metabolism,P
GO:0000449,,RNA metabolism,P
GO:0000450,,RNA metabolism,P
GO:0000451,,RNA metabolism,P
GO:0000452,,RNA metabolism,P
GO:0000453,,RNA metabolism,P
GO:0000454,,RNA metabolism,P
GO:0000455,,RNA metabolism,P
GO:0000456,,RNA metabolism,P
GO:0000457,,RNA metabolism,P
GO:0000458,,RNA metabolism,P
GO:0000459,,RNA metabolism,P
GO:0000460,,RNA metabolism,P
GO:0000461,,RNA metabolism,P
GO:0000462,,RNA metabolism,P
GO:0000463,,RNA metabolism,P
GO:0000464,,RNA metabolism,P
GO:0000465,,RNA metabolism,P
GO:0000466,,RNA metabolism,P
GO:0000467,,RNA metabolism,P
GO:0000468,,RNA metabolism,P
GO:0000469,,RNA metabolism,P
GO:0000470,,RNA metabolism,P
GO:0000471,,RNA metabolism,P
GO:0000472,,RNA metabolism,P
GO:0000473,,RNA metabolism,P
GO:0000474,,RNA metabolism,P
GO:0000475,,RNA metabolism,P
GO:0000476,,RNA metabolism,P
GO:0000477,,RNA metabolism,P
GO:0000478,,RNA metabolism,P
GO:0000479,,RNA metabolism,P
GO:0000480,,RNA metabolism,P
GO:0000481,,RNA metabolism,P
GO:0000482,,RNA metabolism,P
GO:0000483,,RNA metabolism,P
GO:0000484,,RNA metabolism,P
GO:0000485,,RNA metabolism,P
GO:0000486,,RNA metabolism,P
GO:0000487,,RNA metabolism,P
GO:0000488,,RNA metabolism,P
GO:0000489,,RNA metabolism,P
GO:0000491,,cell organization and biogenesis,P
GO:0000492,,cell organization and biogenesis,P
GO:0000493,,cell organization and biogenesis,P
GO:0000494,,RNA metabolism,P
GO:0000495,,RNA metabolism,P
GO:0000496,,nucleic acid binding activity,F
GO:0000497,,nucleic acid binding activity,F
GO:0000498,,nucleic acid binding activity,F
GO:0000499,,nucleic acid binding activity,F
GO:0000500,,nucleus,C
GO:0000501,,other biological processes,P
GO:0000502,,other cellular component,C
GO:0000506,,ER/Golgi,C
GO:0000578,,developmental processes,P
GO:0000700,,other molecular function,F
GO:0000701,,other molecular function,F
GO:0000702,,other molecular function,F
GO:0000703,,other molecular function,F
GO:0000704,,other molecular function,F
GO:0000705,,cell cycle and proliferation,P
GO:0000706,,cell cycle and proliferation,P
GO:0000706,,stress response,P
GO:0000706,,DNA metabolism,P
GO:0000707,,cell cycle and proliferation,P
GO:0000707,,stress response,P
GO:0000707,,DNA metabolism,P
GO:0000707,,cell organization and biogenesis,P
GO:0000708,,cell cycle and proliferation,P
GO:0000708,,DNA metabolism,P
GO:0000709,,cell cycle and proliferation,P
GO:0000709,,DNA metabolism,P
GO:0000710,,cell cycle and proliferation,P
GO:0000710,,stress response,P
GO:0000710,,DNA metabolism,P
GO:0000711,,cell cycle and proliferation,P
GO:0000711,,stress response,P
GO:0000711,,DNA metabolism,P
GO:0000712,,cell cycle and proliferation,P
GO:0000712,,DNA metabolism,P
GO:0000713,,cell cycle and proliferation,P
GO:0000713,,DNA metabolism,P
GO:0000714,,cell cycle and proliferation,P
GO:0000714,,DNA metabolism,P
GO:0000715,,stress response,P
GO:0000715,,DNA metabolism,P
GO:0000715,,cell organization and biogenesis,P
GO:0000716,,stress response,P
GO:0000716,,DNA metabolism,P
GO:0000716,,cell organization and biogenesis,P
GO:0000717,,stress response,P
GO:0000717,,DNA metabolism,P
GO:0000718,,stress response,P
GO:0000718,,DNA metabolism,P
GO:0000719,,stress response,P
GO:0000719,,DNA metabolism,P
GO:0000720,,stress response,P
GO:0000720,,DNA metabolism,P
GO:0000721,,other molecular function,F
GO:0000722,,DNA metabolism,P
GO:0000722,,cell organization and biogenesis,P
GO:0000723,,DNA metabolism,P
GO:0000723,,cell organization and biogenesis,P
GO:0000724,,stress response,P
GO:0000724,,DNA metabolism,P
GO:0000725,,stress response,P
GO:0000725,,DNA metabolism,P
GO:0000726,,stress response,P
GO:0000726,,DNA metabolism,P
GO:0000727,,stress response,P
GO:0000727,,DNA metabolism,P
GO:0000728,,DNA metabolism,P
GO:0000729,,stress response,P
GO:0000729,,DNA metabolism,P
GO:0000730,,stress response,P
GO:0000730,,DNA metabolism,P
GO:0000730,,cell organization and biogenesis,P
GO:0000731,,stress response,P
GO:0000731,,DNA metabolism,P
GO:0000732,,DNA metabolism,P
GO:0000733,,DNA metabolism,P
GO:0000734,,stress response,P
GO:0000734,,DNA metabolism,P
GO:0000735,,DNA metabolism,P
GO:0000736,,stress response,P
GO:0000736,,DNA metabolism,P
GO:0000737,,DNA metabolism,P
GO:0000738,,DNA metabolism,P
GO:0000740,,cell organization and biogenesis,P
GO:0000741,,cell organization and biogenesis,P
GO:0000742,,cell organization and biogenesis,P
GO:0000743,,transport,P
GO:0000744,,cell organization and biogenesis,P
GO:0000745,,cell organization and biogenesis,P
GO:0000746,,other biological processes,P
GO:0000747,,other biological processes,P
GO:0000748,,other biological processes,P
GO:0000749,,other biological processes,P
GO:0000750,,signal transduction,P
GO:0000751,,cell cycle and proliferation,P
GO:0000752,,cell adhesion,P
GO:0000753,,cell organization and biogenesis,P
GO:0000754,,signal transduction,P
GO:0000755,,other biological processes,P
GO:0000756,,other biological processes,P
GO:0000757,,signal transduction,P
GO:0000758,,cell adhesion,P
GO:0000759,,cell organization and biogenesis,P
GO:0000760,,signal transduction,P
GO:0000761,,cell adhesion,P
GO:0000762,,other biological processes,P
GO:0000765,,other biological processes,P
GO:0000766,,signal transduction,P
GO:0000767,,cell organization and biogenesis,P
GO:0000768,,other biological processes,P
GO:0000769,,other biological processes,P
GO:0000770,,transport,P
GO:0000770,,cell-cell signaling,P
GO:0000771,,cell adhesion,P
GO:0000772,,signal transduction activity,F
GO:0000773,,other molecular function,F
GO:0000774,,enzyme regulator activity,F
GO:0000775,,other cellular component,C
GO:0000776,,other cellular component,C
GO:0000777,,other cellular component,C
GO:0000778,,nucleus,C
GO:0000779,,other cellular component,C
GO:0000780,,nucleus,C
GO:0000781,,other cellular component,C
GO:0000782,,other cellular component,C
GO:0000783,,nucleus,C
GO:0000784,,nucleus,C
GO:0000785,,other cellular component,C
GO:0000786,,other cellular component,C
GO:0000787,,other cellular component,C
GO:0000788,,nucleus,C
GO:0000789,,other cellular component,C
GO:0000790,,nucleus,C
GO:0000791,,other cellular component,C
GO:0000792,,other cellular component,C
GO:0000793,,other cellular component,C
GO:0000794,,nucleus,C
GO:0000795,,nucleus,C
GO:0000796,,other cellular component,C
GO:0000797,,other cellular component,C
GO:0000798,,nucleus,C
GO:0000799,,nucleus,C
GO:0000800,,nucleus,C
GO:0000801,,nucleus,C
GO:0000802,,nucleus,C
GO:0000803,,other cellular component,C
GO:0000804,,other cellular component,C
GO:0000805,,other cellular component,C
GO:0000806,,other cellular component,C
GO:0000807,,other cellular component,C
GO:0000808,,other cellular component,C
GO:0000809,,other cellular component,C
GO:0000810,,other molecular function,F
GO:0000811,,nucleus,C
GO:0000812,,nucleus,C
GO:0000813,,other cytoplasmic organelle,C
GO:0000813,,other membranes,C
GO:0000814,,other cytoplasmic organelle,C
GO:0000814,,other membranes,C
GO:0000815,,other cytoplasmic organelle,C
GO:0000815,,other membranes,C
GO:0000817,,nucleus,C
GO:0000818,,nucleus,C
GO:0000819,,cell cycle and proliferation,P
GO:0000819,,cell organization and biogenesis,P
GO:0000820,,other metabolic processes,P
GO:0000821,,other metabolic processes,P
GO:0000822,,other molecular function,F
GO:0000823,,kinase activity,F
GO:0000824,,kinase activity,F
GO:0000825,,kinase activity,F
GO:0000827,,other molecular function,F
GO:0000828,,other molecular function,F
GO:0000829,,other molecular function,F
GO:0000830,,other molecular function,F
GO:0000831,,other molecular function,F
GO:0000832,,other molecular function,F
GO:0000833,,other molecular function,F
GO:0000834,,other molecular function,F
GO:0000835,,ER/Golgi,C
GO:0000835,,other membranes,C
GO:0000836,,ER/Golgi,C
GO:0000836,,other membranes,C
GO:0000837,,ER/Golgi,C
GO:0000837,,other membranes,C
GO:0000838,,ER/Golgi,C
GO:0000838,,other membranes,C
GO:0000839,,ER/Golgi,C
GO:0000839,,other membranes,C
GO:0000900,,nucleic acid binding activity,F
GO:0000901,,other molecular function,F
GO:0000902,,cell organization and biogenesis,P
GO:0000903,,cell organization and biogenesis,P
GO:0000904,,cell organization and biogenesis,P
GO:0000905,,developmental processes,P
GO:0000906,,other molecular function,F
GO:0000907,,other molecular function,F
GO:0000908,,other molecular function,F
GO:0000909,,developmental processes,P
GO:0000910,,other biological processes,P
GO:0000911,,cell cycle and proliferation,P
GO:0000912,,cell cycle and proliferation,P
GO:0000912,,cell organization and biogenesis,P
GO:0000913,,cell cycle and proliferation,P
GO:0000913,,cell organization and biogenesis,P
GO:0000914,,cell cycle and proliferation,P
GO:0000914,,cell organization and biogenesis,P
GO:0000915,,cell cycle and proliferation,P
GO:0000915,,cell organization and biogenesis,P
GO:0000916,,cell cycle and proliferation,P
GO:0000917,,cell organization and biogenesis,P
GO:0000918,,cell organization and biogenesis,P
GO:0000919,,cell cycle and proliferation,P
GO:0000919,,cell organization and biogenesis,P
GO:0000920,,other biological processes,P
GO:0000921,,cell organization and biogenesis,P
GO:0000922,,cytoskeleton,C
GO:0000923,,cytoskeleton,C
GO:0000924,,cytoskeleton,C
GO:0000927,,cytoskeleton,C
GO:0000928,,cytoskeleton,C
GO:0000930,,cytoskeleton,C
GO:0000931,,cytoskeleton,C
GO:0000932,,other cellular component,C
GO:0000933,,other cellular component,C
GO:0000934,,other cellular component,C
GO:0000935,,other cellular component,C
GO:0000936,,other cellular component,C
GO:0000937,,other cellular component,C
GO:0000938,,ER/Golgi,C
GO:0000939,,other cellular component,C
GO:0000940,,other cellular component,C
GO:0000941,,nucleus,C
GO:0000942,,nucleus,C
GO:0000943,,nucleus,C
GO:0000944,,nucleic acid binding activity,F
GO:0000945,,nucleic acid binding activity,F
GO:0000946,,nucleic acid binding activity,F
GO:0000947,,other metabolic processes,P
GO:0000948,,other metabolic processes,P
GO:0000949,,other metabolic processes,P
GO:0000950,,other metabolic processes,P
GO:0000951,,other metabolic processes,P
GO:0000952,,other metabolic processes,P
GO:0000953,,other metabolic processes,P
GO:0000954,,other metabolic processes,P
GO:0000955,,other metabolic processes,P
GO:0000956,,RNA metabolism,P
GO:0000957,,RNA metabolism,P
GO:0000958,,RNA metabolism,P
GO:0000959,,RNA metabolism,P
GO:0000960,,RNA metabolism,P
GO:0000961,,RNA metabolism,P
GO:0000962,,RNA metabolism,P
GO:0000963,,RNA metabolism,P
GO:0000963,,cell organization and biogenesis,P
GO:0000964,,RNA metabolism,P
GO:0000964,,cell organization and biogenesis,P
GO:0000965,,RNA metabolism,P
GO:0000965,,cell organization and biogenesis,P
GO:0000966,,RNA metabolism,P
GO:0000967,,RNA metabolism,P
GO:0000968,,RNA metabolism,P
GO:0000969,,RNA metabolism,P
GO:0000970,,RNA metabolism,P
GO:0000971,,RNA metabolism,P
GO:0000972,,cell organization and biogenesis,P
GO:0000973,,cell organization and biogenesis,P
GO:0000974,,other cellular component,C
GO:0000975,,nucleic acid binding activity,F
GO:0000976,,nucleic acid binding activity,F
GO:0000977,,nucleic acid binding activity,F
GO:0000978,,nucleic acid binding activity,F
GO:0000979,,nucleic acid binding activity,F
GO:0000980,,nucleic acid binding activity,F
GO:0000981,,other molecular function,F
GO:0000982,,other molecular function,F
GO:0000983,,other molecular function,F
GO:0000984,,nucleic acid binding activity,F
GO:0000985,,nucleic acid binding activity,F
GO:0000986,,nucleic acid binding activity,F
GO:0000987,,nucleic acid binding activity,F
GO:0000988,,other molecular function,F
GO:0000989,,other molecular function,F
GO:0000990,,other molecular function,F
GO:0000991,,other molecular function,F
GO:0000992,,nucleic acid binding activity,F
GO:0000993,,other molecular function,F
GO:0000994,,other molecular function,F
GO:0000995,,other molecular function,F
GO:0000996,,other molecular function,F
GO:0000997,,nucleic acid binding activity,F
GO:0000999,,RNA metabolism,P
GO:0000999,,cell organization and biogenesis,P
GO:0001000,,other molecular function,F
GO:0001001,,other molecular function,F
GO:0001002,,nucleic acid binding activity,F
GO:0001003,,nucleic acid binding activity,F
GO:0001004,,other molecular function,F
GO:0001005,,other molecular function,F
GO:0001006,,nucleic acid binding activity,F
GO:0001007,,other molecular function,F
GO:0001008,,other molecular function,F
GO:0001009,,RNA metabolism,P
GO:0001010,,other molecular function,F
GO:0001011,,other molecular function,F
GO:0001012,,nucleic acid binding activity,F
GO:0001013,,nucleic acid binding activity,F
GO:0001014,,RNA metabolism,P
GO:0001015,,RNA metabolism,P
GO:0001016,,nucleic acid binding activity,F
GO:0001017,,nucleic acid binding activity,F
GO:0001018,,nucleic acid binding activity,F
GO:0001019,,nucleic acid binding activity,F
GO:0001020,,RNA metabolism,P
GO:0001020,,cell organization and biogenesis,P
GO:0001021,,RNA metabolism,P
