GO_id,term,GOSlim_bin,aspect
GO:0071712,,protein metabolism,P
GO:0071713,,other molecular function,F
GO:0071714,,transporter activity,F
GO:0071715,,transport,P
GO:0071716,,transport,P
GO:0071717,,transport,P
GO:0071718,,transport,P
GO:0071719,,transport,P
GO:0071720,,transport,P
GO:0071721,,transport,P
GO:0071722,,other biological processes,P
GO:0071723,,other molecular function,F
GO:0071724,,other biological processes,P
GO:0071725,,other biological processes,P
GO:0071726,,other biological processes,P
GO:0071727,,other biological processes,P
GO:0071728,,other biological processes,P
GO:0071729,,other biological processes,P
GO:0071730,,other biological processes,P
GO:0071731,,other biological processes,P
GO:0071732,,other biological processes,P
GO:0071733,,RNA metabolism,P
GO:0071733,,cell organization and biogenesis,P
GO:0071734,,other molecular function,F
GO:0071735,,other cellular component,C
GO:0071736,,non-structural extracellular,C
GO:0071737,,plasma membrane,C
GO:0071737,,other membranes,C
GO:0071738,,other cellular component,C
GO:0071739,,non-structural extracellular,C
GO:0071740,,plasma membrane,C
GO:0071740,,other membranes,C
GO:0071741,,other cellular component,C
GO:0071742,,other cellular component,C
GO:0071743,,non-structural extracellular,C
GO:0071744,,plasma membrane,C
GO:0071744,,other membranes,C
GO:0071745,,other cellular component,C
GO:0071746,,non-structural extracellular,C
GO:0071747,,plasma membrane,C
GO:0071747,,other membranes,C
GO:0071748,,non-structural extracellular,C
GO:0071749,,non-structural extracellular,C
GO:0071750,,non-structural extracellular,C
GO:0071751,,non-structural extracellular,C
GO:0071752,,non-structural extracellular,C
GO:0071753,,other cellular component,C
GO:0071754,,non-structural extracellular,C
GO:0071755,,plasma membrane,C
GO:0071755,,other membranes,C
GO:0071756,,non-structural extracellular,C
GO:0071757,,non-structural extracellular,C
GO:0071758,,other cellular component,C
GO:0071759,,other cellular component,C
GO:0071760,,other cellular component,C
GO:0071761,,other cellular component,C
GO:0071762,,other cellular component,C
GO:0071763,,cell organization and biogenesis,P
GO:0071764,,cell organization and biogenesis,P
GO:0071765,,cell organization and biogenesis,P
GO:0071766,,other biological processes,P
GO:0071767,,other metabolic processes,P
GO:0071768,,other metabolic processes,P
GO:0071769,,cell organization and biogenesis,P
GO:0071770,,cell organization and biogenesis,P
GO:0071771,,other molecular function,F
GO:0071772,,other biological processes,P
GO:0071773,,other biological processes,P
GO:0071774,,other biological processes,P
GO:0071775,,cell cycle and proliferation,P
GO:0071776,,cell cycle and proliferation,P
GO:0071777,,cell cycle and proliferation,P
GO:0071778,,nucleus,C
GO:0071779,,cell cycle and proliferation,P
GO:0071780,,cell cycle and proliferation,P
GO:0071781,,ER/Golgi,C
GO:0071782,,ER/Golgi,C
GO:0071783,,cell organization and biogenesis,P
GO:0071784,,cell organization and biogenesis,P
GO:0071785,,cell organization and biogenesis,P
GO:0071786,,cell organization and biogenesis,P
GO:0071787,,cell organization and biogenesis,P
GO:0071788,,cell organization and biogenesis,P
GO:0071789,,other biological processes,P
GO:0071790,,other biological processes,P
GO:0071791,,other molecular function,F
GO:0071792,,other metabolic processes,P
GO:0071793,,other metabolic processes,P
GO:0071794,,other molecular function,F
GO:0071795,,other molecular function,F
GO:0071796,,other molecular function,F
GO:0071797,,other cellular component,C
GO:0071798,,other biological processes,P
GO:0071799,,other biological processes,P
GO:0071800,,cell organization and biogenesis,P
GO:0071801,,cell organization and biogenesis,P
GO:0071802,,cell organization and biogenesis,P
GO:0071803,,cell organization and biogenesis,P
GO:0071804,,transport,P
GO:0071805,,transport,P
GO:0071806,,transport,P
GO:0071807,,DNA metabolism,P
GO:0071808,,other cellular component,C
GO:0071809,,stress response,P
GO:0071809,,other metabolic processes,P
GO:0071810,,transport,P
GO:0071810,,stress response,P
GO:0071811,,stress response,P
GO:0071811,,other metabolic processes,P
GO:0071812,,transport,P
GO:0071812,,stress response,P
GO:0071813,,other molecular function,F
GO:0071814,,other molecular function,F
GO:0071815,,other molecular function,F
GO:0071816,,cell organization and biogenesis,P
GO:0071817,,cytoskeleton,C
GO:0071818,,cytosol,C
GO:0071819,,nucleus,C
GO:0071820,,nucleic acid binding activity,F
GO:0071821,,nucleus,C
GO:0071822,,cell organization and biogenesis,P
GO:0071823,,cell organization and biogenesis,P
GO:0071824,,cell organization and biogenesis,P
GO:0071825,,cell organization and biogenesis,P
GO:0071826,,cell organization and biogenesis,P
GO:0071827,,cell organization and biogenesis,P
GO:0071828,,transport,P
GO:0071828,,cell organization and biogenesis,P
GO:0071829,,cell organization and biogenesis,P
GO:0071830,,other biological processes,P
GO:0071831,,other biological processes,P
GO:0071832,,transport,P
GO:0071832,,cell-cell signaling,P
GO:0071833,,transport,P
GO:0071833,,cell-cell signaling,P
GO:0071834,,transport,P
GO:0071834,,cell-cell signaling,P
GO:0071835,,transport,P
GO:0071835,,cell-cell signaling,P
GO:0071836,,transport,P
GO:0071837,,other molecular function,F
GO:0071838,,cell cycle and proliferation,P
GO:0071839,,death,P
GO:0071840,,other biological processes,P
GO:0071841,,other biological processes,P
GO:0071842,,cell organization and biogenesis,P
GO:0071843,,other biological processes,P
GO:0071844,,cell organization and biogenesis,P
GO:0071845,,cell organization and biogenesis,P
GO:0071846,,other biological processes,P
GO:0071847,,signal transduction,P
GO:0071848,,signal transduction,P
GO:0071849,,cell cycle and proliferation,P
GO:0071849,,stress response,P
GO:0071850,,cell cycle and proliferation,P
GO:0071851,,cell cycle and proliferation,P
GO:0071851,,stress response,P
GO:0071852,,other biological processes,P
GO:0071853,,cell organization and biogenesis,P
GO:0071854,,other metabolic processes,P
GO:0071854,,cell organization and biogenesis,P
GO:0071855,,signal transduction activity,F
GO:0071857,,signal transduction activity,F
GO:0071858,,signal transduction activity,F
GO:0071859,,signal transduction activity,F
GO:0071860,,signal transduction activity,F
GO:0071861,,signal transduction activity,F
GO:0071862,,enzyme regulator activity,F
GO:0071863,,cell cycle and proliferation,P
GO:0071864,,cell cycle and proliferation,P
GO:0071865,,death,P
GO:0071866,,death,P
GO:0071867,,other biological processes,P
GO:0071868,,other biological processes,P
GO:0071869,,other biological processes,P
GO:0071870,,other biological processes,P
GO:0071871,,other biological processes,P
GO:0071872,,other biological processes,P
GO:0071873,,other biological processes,P
GO:0071874,,other biological processes,P
GO:0071875,,signal transduction,P
GO:0071877,,signal transduction,P
GO:0071878,,signal transduction,P
GO:0071879,,signal transduction,P
GO:0071880,,signal transduction,P
GO:0071881,,signal transduction,P
GO:0071882,,signal transduction,P
GO:0071883,,signal transduction,P
GO:0071883,,protein metabolism,P
GO:0071884,,other molecular function,F
GO:0071885,,other molecular function,F
GO:0071886,,other molecular function,F
GO:0071887,,death,P
GO:0071888,,death,P
GO:0071889,,other molecular function,F
GO:0071890,,other molecular function,F
GO:0071891,,protein metabolism,P
GO:0071892,,stress response,P
GO:0071893,,signal transduction,P
GO:0071893,,developmental processes,P
GO:0071894,,protein metabolism,P
GO:0071894,,cell organization and biogenesis,P
GO:0071895,,other biological processes,P
GO:0071896,,other biological processes,P
GO:0071897,,DNA metabolism,P
GO:0071898,,other biological processes,P
GO:0071899,,other biological processes,P
GO:0071900,,protein metabolism,P
GO:0071901,,protein metabolism,P
GO:0071902,,protein metabolism,P
GO:0071903,,protein metabolism,P
GO:0071904,,protein metabolism,P
GO:0071905,,protein metabolism,P
GO:0071906,,other molecular function,F
GO:0071907,,developmental processes,P
GO:0071908,,developmental processes,P
GO:0071909,,developmental processes,P
GO:0071910,,developmental processes,P
GO:0071911,,transport,P
GO:0071911,,cell-cell signaling,P
GO:0071912,,transport,P
GO:0071912,,cell-cell signaling,P
GO:0071913,,transporter activity,F
GO:0071914,,non-structural extracellular,C
GO:0071915,,protein metabolism,P
GO:0071916,,transporter activity,F
GO:0071917,,transporter activity,F
GO:0071918,,transport,P
GO:0071919,,DNA metabolism,P
GO:0071920,,nucleus,C
GO:0071921,,cell cycle and proliferation,P
GO:0071921,,cell organization and biogenesis,P
GO:0071922,,cell cycle and proliferation,P
GO:0071922,,cell organization and biogenesis,P
GO:0071923,,cell cycle and proliferation,P
GO:0071923,,cell organization and biogenesis,P
GO:0071924,,other biological processes,P
GO:0071925,,other biological processes,P
GO:0071926,,signal transduction,P
GO:0071927,,signal transduction,P
GO:0071928,,signal transduction,P
GO:0071929,,protein metabolism,P
GO:0071930,,cell cycle and proliferation,P
GO:0071930,,RNA metabolism,P
GO:0071931,,cell cycle and proliferation,P
GO:0071931,,RNA metabolism,P
GO:0071932,,stress response,P
GO:0071932,,DNA metabolism,P
GO:0071933,,other molecular function,F
GO:0071934,,transport,P
GO:0071935,,signal transduction,P
GO:0071936,,signal transduction activity,F
GO:0071937,,cell cycle and proliferation,P
GO:0071937,,cell organization and biogenesis,P
GO:0071938,,transport,P
GO:0071939,,transport,P
GO:0071940,,cell organization and biogenesis,P
GO:0071941,,other metabolic processes,P
GO:0071942,,nucleus,C
GO:0071943,,nucleus,C
GO:0071944,,other cellular component,C
GO:0071945,,other biological processes,P
GO:0071946,,DNA metabolism,P
GO:0071947,,protein metabolism,P
GO:0071948,,death,P
GO:0071949,,other molecular function,F
GO:0071950,,other molecular function,F
GO:0071951,,protein metabolism,P
GO:0071951,,RNA metabolism,P
GO:0071952,,protein metabolism,P
GO:0071952,,RNA metabolism,P
GO:0071953,,other cellular component,C
GO:0071954,,other biological processes,P
GO:0071955,,transport,P
GO:0071956,,cell organization and biogenesis,P
GO:0071957,,cytoskeleton,C
GO:0071958,,cytoskeleton,C
GO:0071959,,cell cycle and proliferation,P
GO:0071959,,cell organization and biogenesis,P
GO:0071960,,cell cycle and proliferation,P
GO:0071960,,cell organization and biogenesis,P
GO:0071961,,cell cycle and proliferation,P
GO:0071961,,cell organization and biogenesis,P
GO:0071962,,cell cycle and proliferation,P
GO:0071962,,cell organization and biogenesis,P
GO:0071963,,cell organization and biogenesis,P
GO:0071964,,cell organization and biogenesis,P
GO:0071965,,other biological processes,P
GO:0071966,,other metabolic processes,P
GO:0071967,,other molecular function,F
GO:0071968,,other molecular function,F
GO:0071969,,other metabolic processes,P
GO:0071970,,other metabolic processes,P
GO:0071971,,cell organization and biogenesis,P
GO:0071972,,other molecular function,F
GO:0071973,,other biological processes,P
GO:0071974,,other biological processes,P
GO:0071975,,other biological processes,P
GO:0071976,,other biological processes,P
GO:0071977,,other biological processes,P
GO:0071978,,other biological processes,P
GO:0071979,,other biological processes,P
GO:0071980,,other biological processes,P
GO:0071981,,other biological processes,P
GO:0071982,,other biological processes,P
GO:0071983,,other biological processes,P
GO:0071984,,other biological processes,P
GO:0071985,,transport,P
GO:0071986,,other cytoplasmic organelle,C
GO:0071986,,other membranes,C
GO:0071987,,other molecular function,F
GO:0071988,,other biological processes,P
GO:0071989,,other biological processes,P
GO:0071990,,other biological processes,P
GO:0071991,,transporter activity,F
GO:0071992,,transporter activity,F
GO:0071993,,transport,P
GO:0071994,,transport,P
GO:0071995,,transport,P
GO:0071996,,transport,P
GO:0071997,,transporter activity,F
GO:0071998,,other biological processes,P
GO:0071999,,other metabolic processes,P
GO:0072000,,other metabolic processes,P
GO:0072001,,developmental processes,P
GO:0072002,,developmental processes,P
GO:0072003,,developmental processes,P
GO:0072004,,developmental processes,P
GO:0072005,,developmental processes,P
GO:0072006,,developmental processes,P
GO:0072007,,developmental processes,P
GO:0072008,,developmental processes,P
GO:0072009,,developmental processes,P
GO:0072010,,developmental processes,P
GO:0072011,,developmental processes,P
GO:0072012,,developmental processes,P
GO:0072013,,developmental processes,P
GO:0072014,,developmental processes,P
GO:0072015,,developmental processes,P
GO:0072016,,developmental processes,P
GO:0072017,,developmental processes,P
GO:0072019,,developmental processes,P
GO:0072020,,developmental processes,P
GO:0072021,,developmental processes,P
GO:0072022,,developmental processes,P
GO:0072023,,developmental processes,P
GO:0072024,,developmental processes,P
GO:0072025,,developmental processes,P
GO:0072027,,developmental processes,P
GO:0072028,,developmental processes,P
GO:0072029,,developmental processes,P
GO:0072030,,developmental processes,P
GO:0072031,,developmental processes,P
GO:0072032,,developmental processes,P
GO:0072033,,developmental processes,P
GO:0072034,,developmental processes,P
GO:0072034,,cell-cell signaling,P
GO:0072035,,developmental processes,P
GO:0072035,,cell adhesion,P
GO:0072036,,developmental processes,P
GO:0072036,,cell organization and biogenesis,P
GO:0072037,,developmental processes,P
GO:0072038,,developmental processes,P
GO:0072039,,developmental processes,P
GO:0072039,,death,P
GO:0072040,,developmental processes,P
GO:0072040,,death,P
GO:0072041,,developmental processes,P
GO:0072041,,death,P
GO:0072042,,cell cycle and proliferation,P
GO:0072043,,developmental processes,P
GO:0072043,,cell adhesion,P
GO:0072043,,cell-cell signaling,P
GO:0072044,,developmental processes,P
GO:0072045,,developmental processes,P
GO:0072046,,developmental processes,P
GO:0072047,,developmental processes,P
GO:0072048,,developmental processes,P
GO:0072049,,developmental processes,P
GO:0072050,,developmental processes,P
GO:0072051,,developmental processes,P
GO:0072052,,developmental processes,P
GO:0072053,,developmental processes,P
GO:0072054,,developmental processes,P
GO:0072055,,developmental processes,P
GO:0072056,,developmental processes,P
GO:0072057,,developmental processes,P
GO:0072058,,developmental processes,P
GO:0072059,,developmental processes,P
GO:0072060,,developmental processes,P
GO:0072061,,developmental processes,P
GO:0072062,,developmental processes,P
GO:0072063,,developmental processes,P
GO:0072064,,developmental processes,P
GO:0072065,,developmental processes,P
GO:0072066,,developmental processes,P
GO:0072067,,developmental processes,P
GO:0072068,,developmental processes,P
GO:0072069,,developmental processes,P
GO:0072070,,developmental processes,P
GO:0072071,,developmental processes,P
GO:0072072,,developmental processes,P
GO:0072073,,developmental processes,P
GO:0072074,,developmental processes,P
GO:0072075,,developmental processes,P
GO:0072076,,developmental processes,P
GO:0072077,,developmental processes,P
GO:0072078,,developmental processes,P
GO:0072079,,developmental processes,P
GO:0072080,,developmental processes,P
GO:0072081,,developmental processes,P
GO:0072082,,developmental processes,P
GO:0072084,,developmental processes,P
GO:0072085,,developmental processes,P
GO:0072086,,developmental processes,P
GO:0072087,,developmental processes,P
GO:0072088,,developmental processes,P
GO:0072089,,cell cycle and proliferation,P
GO:0072090,,cell cycle and proliferation,P
GO:0072091,,cell cycle and proliferation,P
GO:0072092,,developmental processes,P
GO:0072093,,developmental processes,P
GO:0072094,,developmental processes,P
GO:0072094,,cell-cell signaling,P
GO:0072095,,developmental processes,P
GO:0072096,,developmental processes,P
GO:0072097,,signal transduction,P
GO:0072097,,developmental processes,P
GO:0072098,,developmental processes,P
GO:0072099,,developmental processes,P
GO:0072100,,developmental processes,P
GO:0072101,,signal transduction,P
GO:0072101,,developmental processes,P
GO:0072102,,developmental processes,P
GO:0072103,,developmental processes,P
GO:0072104,,developmental processes,P
GO:0072105,,other biological processes,P
GO:0072106,,developmental processes,P
GO:0072107,,developmental processes,P
GO:0072108,,developmental processes,P
GO:0072108,,cell organization and biogenesis,P
GO:0072109,,developmental processes,P
GO:0072110,,cell cycle and proliferation,P
GO:0072110,,developmental processes,P
GO:0072111,,cell cycle and proliferation,P
GO:0072111,,developmental processes,P
GO:0072112,,developmental processes,P
GO:0072113,,developmental processes,P
GO:0072114,,developmental processes,P
GO:0072115,,developmental processes,P
GO:0072116,,developmental processes,P
GO:0072117,,developmental processes,P
GO:0072118,,developmental processes,P
GO:0072119,,developmental processes,P
GO:0072120,,developmental processes,P
GO:0072121,,developmental processes,P
GO:0072122,,cell cycle and proliferation,P
GO:0072122,,developmental processes,P
GO:0072123,,cell cycle and proliferation,P
GO:0072123,,developmental processes,P
GO:0072124,,cell cycle and proliferation,P
GO:0072124,,developmental processes,P
GO:0072125,,cell cycle and proliferation,P
GO:0072125,,developmental processes,P
GO:0072126,,cell cycle and proliferation,P
GO:0072126,,developmental processes,P
GO:0072127,,developmental processes,P
GO:0072128,,developmental processes,P
GO:0072129,,developmental processes,P
GO:0072130,,developmental processes,P
GO:0072131,,developmental processes,P
GO:0072132,,developmental processes,P
GO:0072133,,developmental processes,P
GO:0072134,,developmental processes,P
GO:0072135,,cell cycle and proliferation,P
GO:0072135,,developmental processes,P
GO:0072136,,cell cycle and proliferation,P
GO:0072136,,developmental processes,P
GO:0072137,,cell cycle and proliferation,P
GO:0072138,,cell cycle and proliferation,P
GO:0072138,,developmental processes,P
GO:0072139,,developmental processes,P
GO:0072140,,developmental processes,P
GO:0072141,,developmental processes,P
GO:0072142,,developmental processes,P
GO:0072143,,developmental processes,P
GO:0072144,,developmental processes,P
GO:0072145,,developmental processes,P
GO:0072146,,developmental processes,P
GO:0072147,,developmental processes,P
GO:0072148,,other biological processes,P
GO:0072149,,developmental processes,P
GO:0072150,,developmental processes,P
GO:0072151,,developmental processes,P
GO:0072152,,developmental processes,P
GO:0072153,,developmental processes,P
GO:0072154,,developmental processes,P
GO:0072155,,developmental processes,P
GO:0072156,,developmental processes,P
GO:0072157,,developmental processes,P
GO:0072158,,developmental processes,P
GO:0072159,,developmental processes,P
GO:0072160,,developmental processes,P
GO:0072161,,developmental processes,P
GO:0072162,,developmental processes,P
GO:0072163,,developmental processes,P
GO:0072164,,developmental processes,P
GO:0072165,,developmental processes,P
GO:0072166,,developmental processes,P
GO:0072167,,developmental processes,P
GO:0072168,,developmental processes,P
GO:0072169,,developmental processes,P
GO:0072170,,developmental processes,P
GO:0072171,,developmental processes,P
GO:0072172,,developmental processes,P
GO:0072173,,developmental processes,P
GO:0072174,,developmental processes,P
GO:0072175,,developmental processes,P
GO:0072176,,developmental processes,P
GO:0072177,,developmental processes,P
GO:0072178,,developmental processes,P
GO:0072179,,developmental processes,P
GO:0072180,,developmental processes,P
GO:0072181,,developmental processes,P
GO:0072182,,developmental processes,P
GO:0072183,,developmental processes,P
GO:0072184,,developmental processes,P
GO:0072185,,developmental processes,P
GO:0072186,,developmental processes,P
GO:0072187,,developmental processes,P
GO:0072188,,developmental processes,P
GO:0072189,,developmental processes,P
GO:0072190,,developmental processes,P
GO:0072191,,developmental processes,P
GO:0072192,,developmental processes,P
GO:0072193,,developmental processes,P
GO:0072194,,developmental processes,P
GO:0072195,,developmental processes,P
GO:0072196,,developmental processes,P
GO:0072197,,developmental processes,P
GO:0072198,,cell cycle and proliferation,P
GO:0072198,,developmental processes,P
GO:0072199,,cell cycle and proliferation,P
GO:0072199,,developmental processes,P
GO:0072200,,cell cycle and proliferation,P
GO:0072200,,developmental processes,P
GO:0072201,,cell cycle and proliferation,P
GO:0072202,,developmental processes,P
GO:0072203,,cell cycle and proliferation,P
GO:0072203,,developmental processes,P
GO:0072204,,developmental processes,P
GO:0072204,,cell-cell signaling,P
GO:0072205,,developmental processes,P
GO:0072206,,developmental processes,P
GO:0072207,,developmental processes,P
GO:0072208,,developmental processes,P
GO:0072209,,developmental processes,P
GO:0072210,,developmental processes,P
GO:0072211,,developmental processes,P
GO:0072212,,developmental processes,P
GO:0072212,,RNA metabolism,P
GO:0072213,,developmental processes,P
GO:0072214,,developmental processes,P
GO:0072215,,developmental processes,P
GO:0072216,,developmental processes,P
GO:0072217,,developmental processes,P
GO:0072218,,developmental processes,P
GO:0072219,,developmental processes,P
GO:0072220,,developmental processes,P
GO:0072221,,developmental processes,P
GO:0072222,,developmental processes,P
GO:0072223,,developmental processes,P
GO:0072224,,developmental processes,P
GO:0072225,,developmental processes,P
GO:0072226,,developmental processes,P
GO:0072227,,developmental processes,P
GO:0072228,,developmental processes,P
GO:0072229,,developmental processes,P
GO:0072230,,developmental processes,P
GO:0072231,,developmental processes,P
GO:0072232,,developmental processes,P
GO:0072233,,developmental processes,P
GO:0072234,,developmental processes,P
GO:0072235,,developmental processes,P
GO:0072236,,developmental processes,P
GO:0072237,,developmental processes,P
GO:0072238,,developmental processes,P
GO:0072239,,developmental processes,P
GO:0072240,,developmental processes,P
GO:0072241,,developmental processes,P
GO:0072242,,developmental processes,P
GO:0072243,,developmental processes,P
GO:0072244,,developmental processes,P
GO:0072245,,developmental processes,P
GO:0072246,,developmental processes,P
GO:0072247,,developmental processes,P
GO:0072248,,developmental processes,P
GO:0072249,,developmental processes,P
GO:0072250,,developmental processes,P
GO:0072251,,developmental processes,P
GO:0072252,,developmental processes,P
GO:0072253,,developmental processes,P
GO:0072254,,developmental processes,P
GO:0072255,,developmental processes,P
GO:0072256,,developmental processes,P
GO:0072257,,developmental processes,P
GO:0072258,,developmental processes,P
GO:0072259,,developmental processes,P
GO:0072260,,developmental processes,P
GO:0072261,,cell cycle and proliferation,P
GO:0072261,,developmental processes,P
GO:0072262,,cell cycle and proliferation,P
GO:0072262,,developmental processes,P
GO:0072263,,cell cycle and proliferation,P
GO:0072263,,developmental processes,P
GO:0072264,,developmental processes,P
GO:0072265,,developmental processes,P
GO:0072266,,developmental processes,P
GO:0072267,,developmental processes,P
GO:0072268,,developmental processes,P
GO:0072269,,developmental processes,P
GO:0072270,,developmental processes,P
GO:0072271,,developmental processes,P
GO:0072272,,developmental processes,P
GO:0072273,,developmental processes,P
GO:0072274,,developmental processes,P
GO:0072274,,cell organization and biogenesis,P
GO:0072275,,developmental processes,P
GO:0072276,,developmental processes,P
GO:0072277,,developmental processes,P
GO:0072278,,developmental processes,P
GO:0072279,,developmental processes,P
GO:0072280,,developmental processes,P
GO:0072281,,developmental processes,P
GO:0072282,,developmental processes,P
GO:0072283,,developmental processes,P
GO:0072284,,developmental processes,P
GO:0072285,,developmental processes,P
GO:0072285,,cell organization and biogenesis,P
GO:0072286,,developmental processes,P
GO:0072287,,developmental processes,P
GO:0072288,,developmental processes,P
GO:0072289,,developmental processes,P
GO:0072290,,developmental processes,P
GO:0072291,,developmental processes,P
GO:0072292,,developmental processes,P
GO:0072293,,developmental processes,P
GO:0072294,,developmental processes,P
GO:0072295,,developmental processes,P
GO:0072296,,developmental processes,P
GO:0072297,,developmental processes,P
GO:0072298,,developmental processes,P
GO:0072299,,developmental processes,P
GO:0072300,,developmental processes,P
GO:0072301,,cell cycle and proliferation,P
GO:0072301,,developmental processes,P
GO:0072302,,cell cycle and proliferation,P
GO:0072302,,developmental processes,P
GO:0072303,,cell cycle and proliferation,P
GO:0072303,,developmental processes,P
GO:0072304,,developmental processes,P
GO:0072304,,death,P
GO:0072305,,developmental processes,P
GO:0072305,,death,P
GO:0072306,,developmental processes,P
GO:0072306,,death,P
GO:0072307,,developmental processes,P
GO:0072308,,developmental processes,P
GO:0072309,,developmental processes,P
GO:0072310,,developmental processes,P
GO:0072311,,developmental processes,P
GO:0072312,,developmental processes,P
GO:0072313,,developmental processes,P
GO:0072314,,developmental processes,P
GO:0072315,,developmental processes,P
GO:0072316,,other metabolic processes,P
GO:0072317,,other molecular function,F
GO:0072318,,transport,P
GO:0072318,,cell organization and biogenesis,P
GO:0072319,,transport,P
GO:0072319,,cell organization and biogenesis,P
GO:0072320,,transporter activity,F
GO:0072321,,transport,P
GO:0072322,,transport,P
GO:0072323,,transport,P
GO:0072324,,non-structural extracellular,C
GO:0072325,,developmental processes,P
GO:0072326,,developmental processes,P
GO:0072327,,developmental processes,P
GO:0072328,,other molecular function,F
GO:0072329,,other metabolic processes,P
GO:0072330,,other metabolic processes,P
GO:0072331,,signal transduction,P
GO:0072332,,signal transduction,P
GO:0072332,,death,P
GO:0072333,,signal transduction,P
GO:0072333,,death,P
GO:0072334,,transport,P
GO:0072335,,signal transduction,P
GO:0072335,,developmental processes,P
GO:0072336,,signal transduction,P
GO:0072336,,developmental processes,P
GO:0072337,,transport,P
GO:0072338,,other metabolic processes,P
GO:0072339,,other metabolic processes,P
GO:0072340,,other metabolic processes,P
GO:0072341,,other molecular function,F
GO:0072342,,stress response,P
GO:0072343,,cell cycle and proliferation,P
GO:0072344,,protein metabolism,P
GO:0072345,,transporter activity,F
GO:0072346,,transporter activity,F
GO:0072347,,other biological processes,P
GO:0072348,,transport,P
GO:0072349,,transporter activity,F
GO:0072350,,other metabolic processes,P
GO:0072351,,other metabolic processes,P
GO:0072352,,other metabolic processes,P
GO:0072353,,stress response,P
GO:0072354,,kinase activity,F
GO:0072355,,protein metabolism,P
GO:0072355,,cell organization and biogenesis,P
GO:0072356,,other biological processes,P
GO:0072357,,other cellular component,C
GO:0072358,,developmental processes,P
GO:0072359,,developmental processes,P
GO:0072360,,developmental processes,P
GO:0072361,,RNA metabolism,P
GO:0072362,,RNA metabolism,P
GO:0072363,,RNA metabolism,P
GO:0072364,,RNA metabolism,P
GO:0072365,,RNA metabolism,P
GO:0072366,,RNA metabolism,P
GO:0072367,,transport,P
GO:0072367,,RNA metabolism,P
GO:0072368,,transport,P
GO:0072368,,RNA metabolism,P
GO:0072369,,transport,P
GO:0072369,,RNA metabolism,P
GO:0072370,,protein metabolism,P
GO:0072370,,cell organization and biogenesis,P
GO:0072371,,kinase activity,F
GO:0072372,,other cellular component,C
GO:0072373,,other molecular function,F
GO:0072374,,other molecular function,F
GO:0072375,,other biological processes,P
GO:0072376,,protein metabolism,P
GO:0072377,,stress response,P
GO:0072377,,protein metabolism,P
GO:0072378,,stress response,P
GO:0072378,,protein metabolism,P
GO:0072379,,cytosol,C
GO:0072380,,cytosol,C
GO:0072381,,signal transduction,P
GO:0072381,,developmental processes,P
GO:0072382,,transport,P
GO:0072383,,transport,P
GO:0072384,,transport,P
GO:0072385,,transport,P
GO:0072386,,transport,P
GO:0072387,,other metabolic processes,P
GO:0072388,,other metabolic processes,P
GO:0072389,,other metabolic processes,P
GO:0072390,,other metabolic processes,P
GO:0072391,,other metabolic processes,P
GO:0072392,,other metabolic processes,P
GO:0072393,,cell organization and biogenesis,P
GO:0072394,,cell cycle and proliferation,P
GO:0072395,,cell cycle and proliferation,P
GO:0072395,,signal transduction,P
GO:0072396,,cell cycle and proliferation,P
GO:0072397,,cell cycle and proliferation,P
GO:0072398,,cell cycle and proliferation,P
GO:0072398,,signal transduction,P
GO:0072399,,cell cycle and proliferation,P
GO:0072400,,cell cycle and proliferation,P
GO:0072401,,cell cycle and proliferation,P
GO:0072401,,signal transduction,P
GO:0072402,,cell cycle and proliferation,P
GO:0072403,,cell cycle and proliferation,P
GO:0072404,,cell cycle and proliferation,P
GO:0072404,,signal transduction,P
GO:0072405,,cell cycle and proliferation,P
GO:0072406,,cell cycle and proliferation,P
GO:0072407,,cell cycle and proliferation,P
GO:0072407,,signal transduction,P
GO:0072408,,cell cycle and proliferation,P
GO:0072409,,cell cycle and proliferation,P
GO:0072410,,cell cycle and proliferation,P
GO:0072411,,cell cycle and proliferation,P
GO:0072411,,signal transduction,P
GO:0072412,,cell cycle and proliferation,P
GO:0072413,,cell cycle and proliferation,P
GO:0072413,,signal transduction,P
GO:0072414,,cell cycle and proliferation,P
GO:0072415,,cell cycle and proliferation,P
GO:0072416,,cell cycle and proliferation,P
GO:0072416,,signal transduction,P
GO:0072417,,cell cycle and proliferation,P
GO:0072418,,cell cycle and proliferation,P
GO:0072419,,cell cycle and proliferation,P
GO:0072419,,signal transduction,P
GO:0072420,,cell cycle and proliferation,P
GO:0072421,,cell cycle and proliferation,P
GO:0072421,,stress response,P
GO:0072422,,cell cycle and proliferation,P
GO:0072422,,signal transduction,P
GO:0072422,,stress response,P
GO:0072423,,cell cycle and proliferation,P
GO:0072423,,stress response,P
GO:0072424,,cell cycle and proliferation,P
GO:0072424,,stress response,P
GO:0072425,,cell cycle and proliferation,P
GO:0072425,,signal transduction,P
GO:0072425,,stress response,P
GO:0072426,,cell cycle and proliferation,P
GO:0072426,,stress response,P
GO:0072427,,cell cycle and proliferation,P
GO:0072427,,stress response,P
GO:0072428,,cell cycle and proliferation,P
GO:0072428,,signal transduction,P
GO:0072428,,stress response,P
GO:0072429,,cell cycle and proliferation,P
GO:0072429,,stress response,P
GO:0072430,,cell cycle and proliferation,P
GO:0072430,,stress response,P
GO:0072431,,cell cycle and proliferation,P
GO:0072431,,signal transduction,P
GO:0072431,,stress response,P
GO:0072432,,cell cycle and proliferation,P
GO:0072432,,stress response,P
