"","KEGGterm","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat"
"545","K02962",1,0.997593495125978,0,1
"546","K02963",1,0.9969579508978,0,1
"547","K02964",1,0.997491935135935,0,1
"548","K02966",1,0.998159497235278,0,1
"549","K02967",1,0.997504580564101,0,1
"550","K02969",1,0.997409787416094,0,1
"551","K02971",1,0.996876676068919,0,1
"552","K02973",1,0.996391579436295,0,1
"553","K02974",1,0.997097345645939,0,1
"554","K02975",1,0.996647091958843,0,1
"555","K02976",1,0.99777816636286,0,1
"556","K02977",1,0.997113935890004,0,1
"557","K02978",1,0.997774014478015,0,1
"558","K02979",1,0.996580157531537,0,1
"559","K02981",1,0.998140300670749,0,1
"560","K02983",1,0.996682167302735,0,1
"561","K02984",1,0.997876523238673,0,1
"562","K02985",1,0.997819266372707,0,1
"563","K02987",1,0.998114641323986,0,1
"564","K02988",1,0.998336603018219,0,1
"565","K02989",1,0.997197709467903,0,1
"566","K02990",1,0.996137993736411,0,1
"567","K02991",1,0.997973434138852,0,1
"568","K02992",1,0.998251176389304,0,1
"569","K02993",1,0.998336184276122,0,1
"570","K02995",1,0.996192988308766,0,2
"571","K02997",1,0.997815860290456,0,1
"572","K02998",1,0.998160883252824,0,1
"573","K02999",1,0.9989864898572,0,1
"574","K03000",1,0.997746940752306,0,1
"575","K03004",1,0.996139098639481,0,1
"576","K03005",1,0.998273833250882,0,1
"577","K03006",1,0.998720546064625,0,1
"578","K03010",1,0.998749612279019,0,1
"579","K03011",1,0.998264983306291,0,1
"580","K03014",1,0.997326169497449,0,1
"581","K03019",1,0.996412760726637,0,1
"582","K03022",1,0.99745689381438,0,1
"583","K03024",1,0.997437937892849,0,1
"584","K03026",1,0.998316079922011,0,1
"585","K03028",1,0.998628593906978,0,1
"586","K03029",1,0.998171394561173,0,1
"587","K03030",1,0.998246331404228,0,1
"588","K03031",1,0.998321220823441,0,1
"589","K03032",1,0.998815469790164,0,1
"590","K03033",1,0.99857444560291,0,1
"591","K03035",1,0.998253626776993,0,1
"592","K03036",1,0.99857156699346,0,1
"593","K03037",1,0.998376831010198,0,1
"594","K03038",1,0.998084992144411,0,1
"595","K03039",1,0.998611996393101,0,1
"596","K03061",1,0.998333187510779,0,1
"597","K03062",1,0.998307434454764,0,1
"598","K03063",1,0.998241315189974,0,1
"599","K03064",1,0.998237793840183,0,1
"600","K03065",1,0.998358796198642,0,1
"601","K03066",1,0.998575757413657,0,1
"602","K03068",1,0.992161957408706,0,5
"603","K03083",1,0.998252149618595,0,1
"604","K03094",1,0.998503754972183,0,1
"605","K03097",1,0.998509650806213,0,1
"606","K03098",1,0.986650094720899,0,4
"607","K03099",1,0.998855497389442,0,1
"608","K03103",1,0.996234554938357,0,1
"609","K03104",1,0.997007318386948,0,1
"610","K03105",1,0.996929233406801,0,1
"611","K03106",1,0.998449230500294,0,1
"612","K03108",1,0.99872006620058,0,1
"613","K03109",1,0.995219792441045,0,1
"614","K03111",1,0.997838838776677,0,1
"615","K03122",1,0.998297966608163,0,1
"616","K03124",1,0.998253243466591,0,1
"617","K03125",1,0.998863765223321,0,1
"618","K03127",1,0.997547188700469,0,1
"619","K03128",1,0.998711128321138,0,1
"620","K03129",1,0.998312799659863,0,1
"621","K03130",1,0.998795801051152,0,1
"622","K03131",1,0.996565888834072,0,2
"623","K03134",1,0.996645078745332,0,1
"624","K03136",1,0.996052413824388,0,1
"625","K03138",1,0.998550751516211,0,1
"626","K03139",1,0.998224771049361,0,1
"627","K03141",1,0.998645492238966,0,1
"628","K03142",1,0.998439342313867,0,1
"629","K03143",1,0.998196560407959,0,1
"630","K03145",1,0.998340993476837,0,1
"631","K03155",1,0.998855081291004,0,1
"632","K03163",1,0.998769902371172,0,1
"633","K03164",1,0.998802392602243,0,1
"634","K03165",1,0.998726390836546,0,1
"635","K03173",1,0.995253074797392,0,3
"636","K03174",1,0.996427982853016,0,2
"637","K03175",1,0.997058981936954,0,2
"638","K03178",1,0.998799683826667,0,1
"639","K03188",1,0.998197073371935,0,1
"640","K03189",1,0.997875645144498,0,1
"641","K03211",1,0.997203575931543,0,1
"642","K03217",1,0.996300715390385,0,2
"643","K03231",1,0.998420595372758,0,1
"644","K03232",1,0.997571905616522,0,1
"645","K03233",1,0.998382792356842,0,1
"646","K03234",1,0.998712892542881,0,1
"647","K03236",1,0.997815860290456,0,1
"648","K03237",1,0.998070438196339,0,1
"649","K03238",1,0.998247344840922,0,1
"650","K03240",1,0.998495720710434,0,1
"651","K03241",1,0.998589600118383,0,1
"652","K03242",1,0.998738141958981,0,1
"653","K03243",1,0.998731203808152,0,1
"654","K03245",1,0.998053861440178,0,1
