"","Pocillopora_acuta_best_hit","X","accessionnumber.geneID","definition","Ref","substanceBXH","geneSymbol","moduleColor","GO.terms","GO.description","GS.Flat","GS.Slope","p.GS.Flat","p.GS.Slope","A.blue","p.A.blue","A.black","p.A.black","A.pink","p.A.pink","A.red","p.A.red","A.salmon","p.A.salmon","A.greenyellow","p.A.greenyellow","A.turquoise","p.A.turquoise","A.cyan","p.A.cyan","A.brown","p.A.brown","A.lightcyan","p.A.lightcyan","A.tan","p.A.tan","A.green","p.A.green","A.purple","p.A.purple","A.magenta","p.A.magenta","A.midnightblue","p.A.midnightblue","A.grey60","p.A.grey60","y_Stable_Slope","y_Variable_Slope","y_Stable_Flat","y_Variable_Flat","LCI_Stable_Slope","LCI_Variable_Slope","LCI_Stable_Flat","LCI_Variable_Flat","UCI_Stable_Slope","UCI_Variable_Slope","UCI_Stable_Flat","UCI_Variable_Flat"
"31","Pocillopora_acuta_HIv2___RNAseq.12943_t",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.8333333333326,90.8333333333332,131.272727272727,111.454545454545,66.0070682936536,76.1700960611428,109.578420961307,92.9140934407936,94.1519537998003,108.319338836352,157.26206651312,133.694633854388
"32","Pocillopora_acuta_HIv2___RNAseq.13044_t",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.37500076528116,6.94791702554402,6.5000000439122,7.04545493917742,3.48972511484556,3.28178341357062,2.96295654542126,3.22012401901524,15.5859371434489,14.7095481055291,14.2594060774022,15.4150694218168
"33","Pocillopora_acuta_HIv2___RNAseq.13561_t",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.77083333334234,8.19791666669841,9.30681972831051,9.02272728449404,5.66482931181657,4.72571405700842,5.25836388808457,5.0925827264567,16.8529674546079,14.2213085394921,16.4722136578534,15.9859175634828
"34","Pocillopora_acuta_HIv2___RNAseq.13858_t",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.6250000049306,18.5,16.659090909129,23,6.69234229424444,11.8178744746022,10.4087614226633,14.45978241358,16.8686268784943,28.9603685278203,26.6626641393049,36.5842296149066
"35","Pocillopora_acuta_HIv2___RNAseq.13956_t",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,348.948263058592,364.44516638009,307.22825476099,317.516822476576,312.355214615537,326.250275843914,273.534602414857,282.687432696065,389.828261524248,407.111622984055,345.072249324887,356.637476219243
"36","Pocillopora_acuta_HIv2___RNAseq.14004_t",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.3825907529192,85.6320892451669,85.9612326854154,88.9929859450445,69.4999407588945,74.1223306821624,73.9687508012798,76.6086263600935,92.9693007734596,98.9290898033903,99.8980440354858,103.379370231606
"37","Pocillopora_acuta_HIv2___RNAseq.14228_t",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180.699808222135,189.026217158067,192.019616450845,187.126659883049,164.625788758342,172.284999911909,174.332356235501,169.829166341246,198.343290791746,207.394206061806,211.501375293298,206.185943164947
"38","Pocillopora_acuta_HIv2___RNAseq.14336_t",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.1824569794205,41.1473715049096,41.4001491142601,39.0468283357734,38.8963490285925,37.9380867161144,37.9188790279192,34.0648973786069,43.6029294578548,44.6281383252754,45.201028897004,44.7573578789308
"39","Pocillopora_acuta_HIv2___RNAseq.1449_t",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116.677083333374,85.1666666666692,128.818181818181,113.102272727275,69.8843247147282,50.9603483728165,75.4372096129146,66.210469363598,194.801077791827,142.333428689445,219.972664048555,193.203948243084
"40","Pocillopora_acuta_HIv2___RNAseq.14501_t",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.3002821685395,31.7623690488509,49.0620784720044,45.5710641793922,22.9384509627166,24.3606725673196,37.426536856173,34.864010510288,40.0248081697137,41.4129817149955,64.314995353253,59.5663510894555
