"","KEGGterm","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat"
"611","K11666",0.286971825028114,1,1,1
"289","K06129",0.287453830228811,1,1,1
"703","K12865",0.287483224695844,1,1,1
"1139","K20232",0.287493019862655,1,1,1
"775","K14025",0.287502813534388,1,1,1
"18","K00413",0.287561544148313,1,1,1
"1324","K24272",0.287561544148313,1,1,1
"746","K13199",0.287629995049833,1,1,1
"834","K14840",0.287825163561038,1,1,1
"1076","K19329",0.287864124992276,1,1,1
"1275","K23507",0.287903062277981,1,1,1
"188","K04378",0.288029441416001,1,1,1
"1206","K22070",0.288048861649989,1,1,1
"661","K12486",0.288077980629286,1,1,1
"776","K14152",0.288291101932981,1,1,1
"1020","K17894",0.28850348497459,1,1,1
"446","K09407",0.28854202044889,1,1,1
"344","K07763",0.288561278977969,1,1,1
"747","K13249",0.288561278977969,1,1,1
"11","K00232",0.288609398420283,1,1,1
"1378","K25004",0.288638251638593,1,1,1
"338","K07440",0.288657479425101,1,1,1
"196","K04434",0.288667091009509,1,1,1
"762","K13752",0.288695916523013,1,1,1
"223","K04671",0.288743928224391,1,1,1
"905","K15789",0.288839835881925,1,1,1
"487","K10278",0.288897306275913,1,1,1
"831","K14830",0.288964284604513,1,1,1
"1305","K23915",0.289012079741577,1,1,1
"852","K15128",0.289183820442584,1,1,1
"911","K16174",0.289212394823936,1,1,1
"928","K16575",0.289402531264183,1,1,1
"202","K04464",0.289430997705035,1,1,1
"1109","K19862",0.289430997705035,1,1,1
"420","K09022",0.289468930989959,1,1,1
"1058","K18646",0.289677114235262,1,1,1
"1154","K20371",0.289893943327446,1,1,1
"1391","K25458",0.289922163580903,1,1,1
"180","K04345",0.290138043251064,1,1,1
"460","K09524",0.290343746571393,1,1,1
"497","K10370",0.290381063844939,1,1,1
"1207","K22078",0.290409034936676,1,1,1
"70","K01301",0.290530075718783,1,1,1
"1174","K20804",0.290548673217399,1,1,1
"505","K10402",0.290650844069632,1,1,1
"1291","K23741",0.29082685993754,1,1,1
"331","K07297",0.290863841302616,1,1,1
"1369","K24927",0.291094384778075,1,1,1
"1162","K20526",0.291158754153195,1,1,1
"693","K12839",0.291314745608061,1,1,1
"1022","K17908",0.291360535158711,1,1,1
"1260","K23308",0.291360535158711,1,1,1
"341","K07560",0.291442852690294,1,1,1
"774","K14016",0.291525036718753,1,1,1
"1303","K23909",0.291561520031236,1,1,1
"173","K03848",0.291734454202294,1,1,1
"963","K16938",0.291770785126719,1,1,1
"582","K11304",0.291924894729349,1,1,1
"1331","K24399",0.292042418180033,1,1,1
"532","K10656",0.292132628568539,1,1,1
"796","K14564",0.292150650547327,1,1,1
"1176","K20825",0.292168665819652,1,1,1
"773","K14009",0.292240659786414,1,1,1
"1108","K19832",0.292294584701183,1,1,1
"529","K10640",0.292375358484595,1,1,1
"883","K15442",0.292384324925716,1,1,1
"339","K07478",0.292402252749423,1,1,1
"149","K03238",0.292429131833102,1,1,1
"1011","K17698",0.292777173965949,1,1,1
"817","K14790",0.292803839482268,1,1,1
"840","K14852",0.292830489670202,1,1,1
"375","K08489",0.293025455081126,1,1,1
"800","K14573",0.293060814414664,1,1,1
"77","K01409",0.293087315922329,1,1,1
"642","K12193",0.293113801997007,1,1,1
"1220","K22525",0.293788298810096,1,1,1
"139","K03083",0.29386646443189,1,1,1
"56","K01166",0.29389248820525,1,1,1
"1330","K24350",0.293996425868096,1,1,1
"1318","K24141",0.294082847840025,1,1,1
"402","K08816",0.294341058642322,1,1,1
"1133","K20189",0.29445245669552,1,1,1
"1373","K24962",0.29450377024441,1,1,1
"942","K16739",0.294563555336103,1,1,1
"623","K11842",0.294767871219714,1,1,1
"841","K14859",0.294827269896447,1,1,1
"732","K13151",0.294835748274279,1,1,1
"537","K10750",0.294979606846542,1,1,1
"936","K16686",0.29515659846111,1,1,1
"940","K16729",0.295198622338037,1,1,1
"471","K09654",0.295207021704392,1,1,1
"1018","K17886",0.295466508519878,1,1,1
"1191","K21440",0.295466508519878,1,1,1
"1219","K22470",0.295474850275495,1,1,1
"514","K10434",0.295691105844136,1,1,1
"1375","K24982",0.296185541554892,1,1,1
"869","K15264",0.296193727771507,1,1,1
"349","K07902",0.296291823701659,1,1,1
"254","K05609",0.296357078880842,1,1,1
"1389","K25440",0.296381520289765,1,1,1
"1092","K19573",0.296462876389584,1,1,1
"44","K00963",0.296544055321128,1,1,1
"827","K14823",0.296592677725966,1,1,1
"1353","K24761",0.296689731598909,1,1,1
"134","K03011",0.296722026364877,1,1,1
"1280","K23552",0.296722026364877,1,1,1
"480","K10088",0.296802639757466,1,1,1
"848","K15042",0.296802639757466,1,1,1
"1289","K23718",0.296802639757466,1,1,1
"884","K15443",0.296923229359373,1,1,1
"1357","K24778",0.296931254579809,1,1,1
"844","K14963",0.297123332459471,1,1,1
"824","K14808",0.297131313751479,1,1,1
"195","K04433",0.297274677197697,1,1,1
"1075","K19306",0.297496559978538,1,1,1
"987","K17499",0.297873750168281,1,1,1
"367","K08111",0.29788937951438,1,1,1
"1180","K20876",0.297920617392162,1,1,1
"1053","K18497",0.297936225927031,1,1,1
"296","K06226",0.297951827528147,1,1,1
"162","K03424",0.297959625729053,1,1,1
"281","K06013",0.29809969722873,1,1,1
"1393","K25481",0.298107462540752,1,1,1
"780","K14298",0.298154018112191,1,1,1
"1188","K21410",0.298254675202213,1,1,1
"1268","K23344",0.298485848871642,1,1,1
"41","K00876",0.298715475481152,1,1,1
"369","K08272",0.298753596559608,1,1,1
"1225","K22583",0.298920821228114,1,1,1
"1277","K23540",0.2989284026982,1,1,1
"1360","K24824",0.299147523525386,1,1,1
"832","K14832",0.299177634689336,1,1,1
"7","K00102",0.299372694630153,1,1,1
"1266","K23334",0.299477252002699,1,1,1
"664","K12504",0.299536850100757,1,1,1
"516","K10484",0.299574043952759,1,1,1
"1006","K17606",0.299611195558518,1,1,1
"323","K06961",0.299744591928036,1,1,1
"1094","K19603",0.299847967106792,1,1,1
"63","K01242",0.29989216977677,1,1,1
"849","K15044",0.300301815186082,1,1,1
"1025","K17919",0.300446846052001,1,1,1
"355","K07995",0.300497449328321,1,1,1
"628","K11866",0.300555181766127,1,1,1
"8","K00111",0.300670327425716,1,1,1
"679","K12735",0.300691869904108,1,1,1
"440","K09339",0.300699047411293,1,1,1
"833","K14838",0.300856533154798,1,1,1
"1386","K25395",0.300856533154798,1,1,1
"430","K09258",0.300899344720461,1,1,1
"710","K12886",0.300906474192649,1,1,1
"595","K11471",0.300927852689377,1,1,1
"865","K15193",0.301034522148544,1,1,1
"1274","K23501",0.301048716680847,1,1,1
"308","K06537",0.301091260696883,1,1,1
"10","K00166",0.301133745374502,1,1,1
"306","K06272",0.301140820388094,1,1,1
"999","K17577",0.30115496547474,1,1,1
"1013","K17776",0.30115496547474,1,1,1
"128","K02606",0.301289015540263,1,1,1
"69","K01285",0.301296054367271,1,1,1
"53","K01128",0.301352305866906,1,1,1
"2","K00016",0.301499466624346,1,1,1
"1342","K24633",0.301541379887347,1,1,1
"858","K15179",0.301736197196505,1,1,1
"859","K15182",0.301805464838502,1,1,1
"1192","K21456",0.301915954463181,1,1,1
"71","K01324",0.301964162801005,1,1,1
"757","K13619",0.301984799156304,1,1,1
"357","K08036",0.301998548610094,1,1,1
"1379","K25065",0.30212200177206,1,1,1
"17","K00318",0.302401243867261,1,1,1
"651","K12319",0.302495973777644,1,1,1
"9","K00162",0.302516232005278,1,1,1
"632","K11995",0.302529729449623,1,1,1
"918","K16365",0.302536475760206,1,1,1
"228","K04798",0.302549963558985,1,1,1
"627","K11863",0.302563444929372,1,1,1
"95","K01875",0.302664350456441,1,1,1
"21","K00472",0.302751509993346,1,1,1
"136","K03026",0.302751509993346,1,1,1
"1346","K24687",0.302871745750877,1,1,1
"407","K08836",0.302931669420689,1,1,1
"1057","K18624",0.302991463804928,1,1,1
"641","K12183",0.303017997624438,1,1,1
"984","K17458",0.303057750549029,1,1,1
"61","K01206",0.303143685271544,1,1,1
"735","K13156",0.303301628355792,1,1,1
"521","K10587",0.303308189482196,1,1,1
"185","K04371",0.303386799409479,1,1,1
"170","K03680",0.303432549917591,1,1,1
"692","K12838",0.303452133551262,1,1,1
"52","K01127",0.303504287025676,1,1,1
"474","K09666",0.303523818512549,1,1,1
"198","K04443",0.303776436623387,1,1,1
"1056","K18622",0.303795769641372,1,1,1
"1059","K18667",0.304185815183516,1,1,1
"570","K11131",0.30420484770763,1,1,1
"35","K00736",0.304268188166551,1,1,1
"583","K11308",0.304343991232215,1,1,1
"132","K02988",0.30440698943789,1,1,1
"560","K10905",0.304457276200702,1,1,1
"1074","K19197",0.304482382348138,1,1,1
"102","K01937",0.304538780499154,1,1,1
"603","K11515",0.304538780499154,1,1,1
"559","K10899",0.304551296380861,1,1,1
"577","K11276",0.304651200600544,1,1,1
"1149","K20349",0.304763120015871,1,1,1
"706","K12870",0.304806509252592,1,1,1
"312","K06631",0.304886889030611,1,1,1
"6","K00088",0.304979311934552,1,1,1
"606","K11548",0.305034599815448,1,1,1
"279","K05948",0.305205812715912,1,1,1
"561","K10951",0.305266669559872,1,1,1
