"","KEGGterm","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat"
"1286","K23688",0.305303110377787,1,1,1
"468","K09580",0.305381877140852,1,1,1
"584","K11314",0.30558066848451,1,1,1
"783","K14328",0.305765906965838,1,1,1
"750","K13356",0.305860945378519,1,1,1
"864","K15191",0.305890565666421,1,1,1
"183","K04364",0.305914234764742,1,1,1
"137","K03065",0.305967402121735,1,1,1
"1130","K20173",0.306126173364791,1,1,1
"725","K13119",0.306167157646964,1,1,1
"1129","K20168",0.306312931087589,1,1,1
"92","K01772",0.30645199508718,1,1,1
"1281","K23588",0.306561478801135,1,1,1
"808","K14692",0.306584459601489,1,1,1
"465","K09571",0.306618886244848,1,1,1
"838","K14849",0.306738958967655,1,1,1
"1085","K19476",0.306778838043783,1,1,1
"1226","K22610",0.306795906885706,1,1,1
"823","K14807",0.30681864464212,1,1,1
"1027","K17921",0.306841358752778,1,1,1
"1267","K23341",0.306852706944564,1,1,1
"268","K05728",0.306892379107433,1,1,1
"860","K15183",0.306926326272073,1,1,1
"190","K04412",0.306943279947663,1,1,1
"426","K09106",0.307106482346859,1,1,1
"1101","K19684",0.307274012789748,1,1,1
"1302","K23908",0.307274012789748,1,1,1
"192","K04418",0.307362823622576,1,1,1
"964","K16942",0.307407088812623,1,1,1
"575","K11268",0.307423664184365,1,1,1
"880","K15425",0.307517343538262,1,1,1
"1084","K19475",0.307708889608688,1,1,1
"925","K16526",0.307736108271161,1,1,1
"602","K11514",0.307774153591378,1,1,1
"1017","K17809",0.307844621168584,1,1,1
"728","K13131",0.307882464121967,1,1,1
"960","K16811",0.308081317985598,1,1,1
"1178","K20827",0.308081317985598,1,1,1
"350","K07922",0.308086665081847,1,1,1
"863","K15188",0.308172023418905,1,1,1
"755","K13513",0.308235801329326,1,1,1
"836","K14843",0.308246410935969,1,1,1
"345","K07809",0.3084416578157,1,1,1
"660","K12481",0.308556825655414,1,1,1
"1115","K20027",0.308588115681554,1,1,1
"442","K09355",0.308608947312079,1,1,1
"127","K02605",0.308655735515111,1,1,1
"702","K12864",0.308681679361098,1,1,1
"673","K12603",0.308692046986146,1,1,1
"873","K15309",0.308805717439085,1,1,1
"1354","K24764",0.308846882639492,1,1,1
"1236","K22827",0.308903337428989,1,1,1
"1264","K23325",0.308908461228746,1,1,1
"1179","K20828",0.309031010370703,1,1,1
"1104","K19752",0.309056439574416,1,1,1
"1107","K19788",0.309097053350402,1,1,1
"733","K13154",0.309152750838795,1,1,1
"1153","K20367",0.309532955086014,1,1,1
"590","K11418",0.309537904231424,1,1,1
"562","K10980",0.309567570001406,1,1,1
"797","K14565",0.309592253385382,1,1,1
"1235","K22823",0.309695545969224,1,1,1
"565","K11090",0.309724946244032,1,1,1
"1079","K19366",0.30975918380217,1,1,1
"1221","K22530",0.309876057384946,1,1,1
"415","K08883",0.309900306350964,1,1,1
"810","K14720",0.309919680806049,1,1,1
"1164","K20638",0.310083478200723,1,1,1
"246","K05124",0.310363969812071,1,1,1
"207","K04536",0.310373395070034,1,1,1
"144","K03142",0.310453290925986,1,1,1
"1193","K21594",0.310490753629512,1,1,1
"4","K00031",0.310574728583631,1,1,1
"456","K09503",0.310621192490232,1,1,1
"457","K09504",0.310681394262231,1,1,1
"346","K07880",0.310869774861625,1,1,1
"589","K11363",0.31087890655548,1,1,1
"343","K07752",0.310888032901231,1,1,1
"165","K03509",0.310906269553884,1,1,1
"142","K03106",0.310919933014772,1,1,1
"867","K15259",0.310933584456366,1,1,1
"1083","K19466",0.311001661537175,1,1,1
"513","K10426",0.311100965806519,1,1,1
"973","K17336",0.311181736376324,1,1,1
"531","K10646",0.31119515635748,1,1,1
"1112","K19942",0.311199627034332,1,1,1
"1374","K24978",0.311226423280113,1,1,1
"902","K15691",0.311230884686772,1,1,1
"794","K14549",0.311266528304449,1,1,1
"898","K15633",0.311297647048927,1,1,1
"479","K10080",0.311310963834537,1,1,1
"639","K12166",0.31132426873538,1,1,1
"837","K14844",0.311359690402543,1,1,1
"1328","K24335",0.311364112175192,1,1,1
"125","K02603",0.311390615129188,1,1,1
"425","K09097",0.31143908072295,1,1,1
"1363","K24838",0.311535534585633,1,1,1
"1182","K20899",0.311635693881113,1,1,1
"546","K10803",0.311795368829809,1,1,1
"717","K13092",0.311868135045336,1,1,1
"580","K11291",0.311910763323554,1,1,1
"463","K09560",0.311970225054838,1,1,1
"277","K05869",0.311995630949262,1,1,1
"101","K01930",0.312004089230089,1,1,1
"399","K08802",0.312037870636089,1,1,1
"1383","K25166",0.312151272959165,1,1,1
"213","K04567",0.31231755234245,1,1,1
"366","K08110",0.31231755234245,1,1,1
"226","K04688",0.312354682449949,1,1,1
"292","K06184",0.312379378289302,1,1,1
"1118","K20044",0.312387600009536,1,1,1
"348","K07901",0.312391708952949,1,1,1
"805","K14638",0.312408131952927,1,1,1
"614","K11703",0.312583391130908,1,1,1
"962","K16914",0.312643975076811,1,1,1
"650","K12305",0.312652031382838,1,1,1
"1265","K23333",0.312712292255361,1,1,1
"225","K04682",0.312784229864091,1,1,1
"1051","K18470",0.31278821440698,1,1,1
"752","K13431",0.312816070906235,1,1,1
"856","K15174",0.312827990503848,1,1,1
"1095","K19607",0.312855758826773,1,1,1
"887","K15447",0.31293081936913,1,1,1
"159","K03267",0.312950496792926,1,1,1
"150","K03240",0.312954428514332,1,1,1
"371","K08334",0.313118430458229,1,1,1
"685","K12819",0.313137807728979,1,1,1
"847","K15026",0.313199605733241,1,1,1
"459","K09512",0.313203457531224,1,1,1
"1294","K23796",0.313230385311522,1,1,1
"552","K10862",0.313439847272093,1,1,1
"957","K16804",0.31346623791064,1,1,1
"1271","K23404",0.313615885259297,1,1,1
"158","K03258",0.313638163010484,1,1,1
"599","K11497",0.313641871682957,1,1,1
"998","K17575",0.313678891106639,1,1,1
"1019","K17890",0.313748891350098,1,1,1
"401","K08813",0.313822100287511,1,1,1
"452","K09487",0.313836683661787,1,1,1
"449","K09454",0.313865792081512,1,1,1
"285","K06085",0.31393822337121,1,1,1
"318","K06711",0.31408163431295,1,1,1
"1099","K19677",0.314124281400208,1,1,1
"74","K01349",0.314127827505585,1,1,1
"176","K04043",0.314134916110282,1,1,1
"971","K17264",0.314134916110282,1,1,1
"1251","K23167",0.314247680919015,1,1,1
"1255","K23285",0.31432101662836,1,1,1
"82","K01490",0.314544680139695,1,1,1
"1122","K20071",0.314598967803996,1,1,1
"910","K16172",0.314612492499266,1,1,1
"75","K01363",0.31469324481792,1,1,1
"624","K11844",0.31471666995588,1,1,1
"538","K10752",0.314766673012092,1,1,1
"1347","K24688",0.314803174329902,1,1,1
"275","K05855",0.314898727065809,1,1,1
"1126","K20126",0.314944504986665,1,1,1
"1055","K18592",0.314947766110436,1,1,1
"3","K00021",0.315003027434369,1,1,1
"1390","K25451",0.315022451344729,1,1,1
"1030","K17930",0.315025684605326,1,1,1
"916","K16343",0.315028916706938,1,1,1
"143","K03138",0.315122144238443,1,1,1
"153","K03251",0.315169984273139,1,1,1
"255","K05628",0.315211236010808,1,1,1
"5","K00079",0.315236525107685,1,1,1
"566","K11093",0.315280604256478,1,1,1
"342","K07739",0.315286882938419,1,1,1
"716","K13044",0.31529002056193,1,1,1
"818","K14791",0.315293157040736,1,1,1
"1283","K23617",0.315340067011244,1,1,1
"1240","K22888",0.31534630225797,1,1,1
"680","K12737",0.315380514599772,1,1,1
"168","K03555",0.315476191102119,1,1,1
"1135","K20194",0.315561673756359,1,1,1
"1001","K17580",0.315652283325941,1,1,1
"1349","K24734",0.315694222821002,1,1,1
"15","K00280",0.315756722187273,1,1,1
"1352","K24760",0.315774489050254,1,1,1
"448","K09428",0.315812846905743,1,1,1
"1325","K24273",0.315978829039191,1,1,1
"694","K12841",0.316036223391525,1,1,1
"396","K08797",0.316050503763523,1,1,1
"1351","K24744",0.316050503763523,1,1,1
"231","K04874",0.31605620828578,1,1,1
"806","K14662",0.3161158431433,1,1,1
"739","K13165",0.316177804916037,1,1,1
"222","K04661",0.316186213714712,1,1,1
"1100","K19680",0.316197410342923,1,1,1
"913","K16311",0.316385125332628,1,1,1
"724","K13110",0.316396013609581,1,1,1
"370","K08283",0.316490562431114,1,1,1
"419","K08955",0.316493244793779,1,1,1
"1298","K23858",0.316544009540216,1,1,1
"395","K08793",0.316709629233084,1,1,1
"616","K11723",0.316787045791142,1,1,1
"1127","K20131",0.316794736337115,1,1,1
"955","K16798",0.316888826045852,1,1,1
"1140","K20281",0.316888826045852,1,1,1
"404","K08825",0.317016226127679,1,1,1
"309","K06569",0.317045819376884,1,1,1
"1050","K18468",0.317165155197006,1,1,1
"120","K02366",0.31717719716321,1,1,1
"731","K13150",0.317184410377631,1,1,1
"1081","K19403",0.317256050289062,1,1,1
"678","K12666",0.317289176999521,1,1,1
"667","K12572",0.31729625039334,1,1,1
"764","K13761",0.317333825382991,1,1,1
"1116","K20032",0.317394348469481,1,1,1
"334","K07369",0.31748617211237,1,1,1
"1290","K23729",0.317623223221503,1,1,1
"455","K09502",0.317649763897777,1,1,1
"1381","K25100",0.317803999496201,1,1,1
"770","K14004",0.317831725271148,1,1,1
"485","K10268",0.317833851468326,1,1,1
"291","K06174",0.317880391541112,1,1,1
"1364","K24841",0.317941051944375,1,1,1
"1300","K23881",0.318037714643736,1,1,1
"242","K05093",0.31808428002991,1,1,1
"1217","K22415",0.318118388455376,1,1,1
"908","K15980",0.318130364142289,1,1,1
"36","K00738",0.318271544342685,1,1,1
"1166","K20649",0.318275399808057,1,1,1
"433","K09272",0.3183118495398,1,1,1
"504","K10401",0.318323293510749,1,1,1
"509","K10417",0.318370634648372,1,1,1
"236","K04994",0.31837627860843,1,1,1
"1147","K20317",0.318435990179977,1,1,1
"416","K08886",0.318445239323914,1,1,1
"229","K04799",0.318456309573807,1,1,1
"1276","K23518",0.318476523794336,1,1,1
"786","K14402",0.318503919650735,1,1,1
"359","K08054",0.318549147885658,1,1,1
"13","K00249",0.318552742921285,1,1,1
"721","K13101",0.318565298526908,1,1,1
"388","K08675",0.318576027063381,1,1,1
"118","K02353",0.318586724806489,1,1,1
"25","K00565",0.318595616102356,1,1,1
"197","K04440",0.318599166647721,1,1,1
"405","K08826",0.318609797826965,1,1,1
"390","K08730",0.318620398355984,1,1,1
"1222","K22531",0.318646765880425,1,1,1
"393","K08790",0.31869201854608,1,1,1
"1309","K24047",0.31869201854608,1,1,1
"200","K04456",0.318697203329651,1,1,1
"790","K14459",0.318717866835934,1,1,1
"307","K06491",0.318762224062555,1,1,1
"569","K11126",0.318762224062555,1,1,1
"1012","K17700",0.318777447103111,1,1,1
"718","K13095",0.31879596163341,1,1,1
"333","K07359",0.318809363739687,1,1,1
"822","K14805",0.318845946891427,1,1,1
"414","K08876",0.318852555534964,1,1,1
"212","K04560",0.318860797851936,1,1,1
"828","K14824",0.31886901965162,1,1,1
"500","K10393",0.318924385798361,1,1,1
"648","K12233",0.319078743638071,1,1,1
"1340","K24610",0.319103217273012,1,1,1
"290","K06158",0.319150061022232,1,1,1
"700","K12860",0.319150061022232,1,1,1
"28","K00665",0.319154554286631,1,1,1
"638","K12163",0.319231324430786,1,1,1
"550","K10839",0.319267489273855,1,1,1
"1068","K18740",0.319278960781445,1,1,1
"29","K00671",0.319310255575695,1,1,1
"117","K02349",0.319374504729696,1,1,1
"210","K04556",0.319397846247858,1,1,1
"1156","K20410",0.319416906627721,1,1,1
"653","K12353",0.319422325654088,1,1,1
"558","K10896",0.319427732795177,1,1,1
"722","K13103",0.3194465643836,1,1,1
"778","K14290",0.319534691325829,1,1,1
"1045","K18411",0.319547563863218,1,1,1
"329","K07277",0.319551411512643,1,1,1
"993","K17554",0.319600841190864,1,1,1
"126","K02604",0.319619562551616,1,1,1
"985","K17461",0.319624527851144,1,1,1
"155","K03253",0.319627006236353,1,1,1
"681","K12804",0.319640586620033,1,1,1
"897","K15627",0.31967718945448,1,1,1
"1299","K23879",0.319679607125914,1,1,1
"437","K09313",0.319711971788925,1,1,1
"317","K06704",0.31972382976687,1,1,1
"1315","K24091",0.319727373623424,1,1,1
"1344","K24683",0.319763629224533,1,1,1
"1034","K17987",0.319796948191767,1,1,1
"1348","K24721",0.319813957176111,1,1,1
"361","K08065",0.319838628072355,1,1,1
"443","K09371",0.319845299862665,1,1,1
"578","K11279",0.319868460934279,1,1,1
"1296","K23820",0.319872839129178,1,1,1
"1163","K20630",0.319892409175635,1,1,1
"161","K03349",0.319907481733455,1,1,1
"644","K12196",0.319908553386616,1,1,1
"992","K17552",0.319914969452764,1,1,1
"1138","K20225",0.319929848124253,1,1,1
"1","K00008",0.319934075536811,1,1,1
"106","K02154",0.319938292468354,1,1,1
"888","K15449",0.319949835094689,1,1,1
"1200","K21882",0.319960259925869,1,1,1
"454","K09495",0.319990125134973,1,1,1
"512","K10424",0.320000297653168,1,1,1
"1172","K20792",0.32000939802867,1,1,1
"1242","K22909",0.320059991885511,1,1,1
"974","K17339",0.320085152862656,1,1,1
"1292","K23781",0.320121168441994,1,1,1
"1310","K24049",0.32012584081584,1,1,1
"554","K10876",0.320134212329628,1,1,1
"536","K10747",0.320135139426833,1,1,1
"1246","K23026",0.320163576183643,1,1,1
"100","K01921",0.320177126076499,1,1,1
"43","K00910",0.320201173858306,1,1,1
"1161","K20520",0.320216963065715,1,1,1
"689","K12825",0.320264857912005,1,1,1
"1040","K18245",0.320292222652518,1,1,1
"501","K10394",0.320293042047043,1,1,1
"593","K11436",0.320324550823336,1,1,1
"568","K11125",0.320339587269542,1,1,1
"1380","K25093",0.32036598680586,1,1,1
"1125","K20121",0.320369050095996,1,1,1
"707","K12875",0.320374389422846,1,1,1
"647","K12230",0.320378186561014,1,1,1
"1231","K22803",0.320390993310112,1,1,1
"695","K12842",0.320413937606029,1,1,1
"730","K13144",0.320436358527586,1,1,1
"248","K05126",0.320497874806281,1,1,1
"886","K15446",0.320498542324112,1,1,1
"105","K02144",0.320509810739489,1,1,1
"740","K13171",0.32054019083732,1,1,1
"1015","K17800",0.320560233106764,1,1,1
"1376","K24983",0.320588147810159,1,1,1
"1137","K20222",0.320590525784045,1,1,1
"990","K17542",0.320594668371393,1,1,1
"1043","K18404",0.320599959368956,1,1,1
"427","K09191",0.320609845967808,1,1,1
"1194","K21596",0.320611576126844,1,1,1
"890","K15516",0.320616168650064,1,1,1
"1121","K20053",0.320632000583744,1,1,1
"551","K10846",0.320643080550228,1,1,1
"1028","K17923",0.320659347340975,1,1,1
"336","K07380",0.320664145440222,1,1,1
"239","K05012",0.320666794814304,1,1,1
"1096","K19626",0.320677276910052,1,1,1
"240","K05034",0.3206824490731,1,1,1
"801","K14589",0.320704666972738,1,1,1
"243","K05094",0.320720280186421,1,1,1
"1169","K20685",0.320723635136391,1,1,1
"1082","K19413",0.320734974690488,1,1,1
"410","K08857",0.320748342763486,1,1,1
"91","K01681",0.320751966817129,1,1,1
"1046","K18412",0.320753318781233,1,1,1
"186","K04373",0.320761350113184,1,1,1
"850","K15047",0.32076223400098,1,1,1
"723","K13109",0.320771413066998,1,1,1
"191","K04416",0.320781254700764,1,1,1
"1316","K24123",0.320786720396861,1,1,1
"87","K01555",0.320787555095923,1,1,1
"793","K14538",0.320789219567666,1,1,1
"798","K14569",0.320790877481634,1,1,1
"97","K01895",0.320796220569573,1,1,1
"687","K12822",0.320807098800848,1,1,1
"1293","K23782",0.320810659728856,1,1,1
"688","K12824",0.320825718743105,1,1,1
"257","K05635",0.320831351574858,1,1,1
"59","K01192",0.320837263678962,1,1,1
"1356","K24774",0.320842355906578,1,1,1
"785","K14383",0.320874634492608,1,1,1
"991","K17543",0.320897480263922,1,1,1
"1002","K17589",0.320900166758756,1,1,1
"709","K12882",0.320901942155853,1,1,1
"965","K16944",0.320902236845854,1,1,1
"383","K08596",0.320902825190916,1,1,1
"696","K12847",0.320908058457353,1,1,1
"625","K11855",0.320911202101692,1,1,1
"835","K14841",0.320916257953273,1,1,1
"450","K09485",0.320922560358371,1,1,1
"803","K14607",0.32092283039263,1,1,1
"517","K10532",0.320934643182431,1,1,1
"1287","K23704",0.320942646641889,1,1,1
"1090","K19521",0.320943136090076,1,1,1
"151","K03242",0.320945564506545,1,1,1
"278","K05925",0.320954738837766,1,1,1
"976","K17387",0.320964965726098,1,1,1
"80","K01464",0.32096900654889,1,1,1
"795","K14555",0.320972737696928,1,1,1
"535","K10736",0.320975575221884,1,1,1
"668","K12580",0.320983187204927,1,1,1
"633","K11996",0.320991625086743,1,1,1
"621","K11839",0.321000646264906,1,1,1
"811","K14735",0.321003226479036,1,1,1
"637","K12047",0.321004019441867,1,1,1
"330","K07293",0.321006360539736,1,1,1
"997","K17573",0.321008945934953,1,1,1
"1350","K24736",0.321012762813028,1,1,1
"251","K05193",0.32101304962885,1,1,1
"103","K01958",0.321017237338278,1,1,1
"761","K13718",0.321019648343762,1,1,1
"115","K02330",0.321020304746912,1,1,1
"1103","K19720",0.321021856725429,1,1,1
"1362","K24837",0.321023750700849,1,1,1
"772","K14007",0.321027505744328,1,1,1
"820","K14799",0.321027857918534,1,1,1
"691","K12835",0.321032801150486,1,1,1
"389","K08678",0.321033337010838,1,1,1
"1032","K17936",0.321034706027115,1,1,1
"720","K13100",0.321036141634144,1,1,1
"154","K03252",0.321037831671765,1,1,1
"601","K11502",0.321041403277312,1,1,1
"814","K14776",0.321041763000526,1,1,1
"1054","K18533",0.321042823964755,1,1,1
"133","K03010",0.321044699097054,1,1,1
"1113","K19983",0.321050437776936,1,1,1
"193","K04424",0.32105385620611,1,1,1
"1238","K22862",0.321055230536906,1,1,1
"683","K12813",0.32105608307642,1,1,1
"729","K13142",0.32105722008934,1,1,1
"876","K15369",0.321059396199153,1,1,1
"1367","K24886",0.321059488687619,1,1,1
"926","K16540",0.321060641955302,1,1,1
"364","K08073",0.321060726949176,1,1,1
"256","K05633",0.321062055015143,1,1,1
"1171","K20705",0.321062467303885,1,1,1
"879","K15424",0.321062577174727,1,1,1
"947","K16754",0.321062613555456,1,1,1
"658","K12397",0.321063616733498,1,1,1
"387","K08660",0.32106415942346,1,1,1
"160","K03347",0.321064899073882,1,1,1
"1093","K19600",0.321065310630453,1,1,1
"930","K16588",0.321065623036528,1,1,1
"1035","K18079",0.321065648406946,1,1,1
"1041","K18246",0.321066250329529,1,1,1
"988","K17509",0.321066407972277,1,1,1
"241","K05048",0.321066517730503,1,1,1
"672","K12599",0.321066560976838,1,1,1
"1117","K20042",0.321067277197522,1,1,1
"398","K08799",0.321067692194858,1,1,1
"959","K16809",0.321067708452923,1,1,1
"1183","K20909",0.321067740726555,1,1,1
"586","K11324",0.321067788533558,1,1,1
"1021","K17902",0.321068447087388,1,1,1
"50","K01115",0.32106891279705,1,1,1
"845","K14972",0.321069492826931,1,1,1
"777","K14283",0.321069568783569,1,1,1
"613","K11699",0.321069655770242,1,1,1
"1384","K25219",0.321069704482105,1,1,1
"533","K10696",0.321069716125671,1,1,1
"49","K01103",0.321069724501866,1,1,1
"269","K05730",0.321069812804445,1,1,1
"411","K08864",0.321069861037473,1,1,1
"1157","K20462",0.321069864632917,1,1,1
"1155","K20401",0.321069868279712,1,1,1
"1003","K17592",0.321069869583066,1,1,1
"491","K10350",0.321069874897438,1,1,1
"51","K01116",0.321069875121061,1,1,1
"76","K01408",0.321069875121061,1,1,1
"81","K01469",0.321069875121061,1,1,1
"84","K01530",0.321069875121061,1,1,1
"94","K01873",0.321069875121061,1,1,1
"261","K05658",0.321069875121061,1,1,1
"284","K06084",0.321069875121061,1,1,1
"286","K06086",0.321069875121061,1,1,1
"305","K06271",0.321069875121061,1,1,1
"316","K06675",0.321069875121061,1,1,1
"319","K06756",0.321069875121061,1,1,1
"373","K08462",0.321069875121061,1,1,1
"391","K08735",0.321069875121061,1,1,1
"530","K10643",0.321069875121061,1,1,1
"608","K11644",0.321069875121061,1,1,1
"657","K12391",0.321069875121061,1,1,1
"665","K12559",0.321069875121061,1,1,1
"708","K12879",0.321069875121061,1,1,1
"765","K13763",0.321069875121061,1,1,1
"768","K14000",0.321069875121061,1,1,1
"788","K14429",0.321069875121061,1,1,1
"791","K14521",0.321069875121061,1,1,1
"825","K14809",0.321069875121061,1,1,1
"938","K16726",0.321069875121061,1,1,1
"945","K16751",0.321069875121061,1,1,1
"948","K16763",0.321069875121061,1,1,1
"968","K17199",0.321069875121061,1,1,1
"995","K17570",0.321069875121061,1,1,1
"1008","K17635",0.321069875121061,1,1,1
"1044","K18405",0.321069875121061,1,1,1
"1131","K20176",0.321069875121061,1,1,1
"1184","K20994",0.321069875121061,1,1,1
"1199","K21873",0.321069875121061,1,1,1
"1326","K24317",0.321069875121061,1,1,1
"1339","K24523",0.321069875121061,1,1,1
"1366","K24869",0.321069875121061,1,1,1
"24","K00548",0.321069875121061,1,1,1
"30","K00688",0.321069875121061,1,1,1
"34","K00728",0.321069875121061,1,1,1
"40","K00820",0.321069875121061,1,1,1
"42","K00901",0.321069875121061,1,1,1
"58","K01191",0.321069875121061,1,1,1
"60","K01196",0.321069875121061,1,1,1
"62","K01231",0.321069875121061,1,1,1
"68","K01276",0.321069875121061,1,1,1
"73","K01338",0.321069875121061,1,1,1
"78","K01414",0.321069875121061,1,1,1
"93","K01869",0.321069875121061,1,1,1
"96","K01886",0.321069875121061,1,1,1
"104","K02085",0.321069875121061,1,1,1
"108","K02184",0.321069875121061,1,1,1
"156","K03254",0.321069875121061,1,1,1
"157","K03255",0.321069875121061,1,1,1
"178","K04237",0.321069875121061,1,1,1
"181","K04352",0.321069875121061,1,1,1
"194","K04428",0.321069875121061,1,1,1
"201","K04458",0.321069875121061,1,1,1
"205","K04527",0.321069875121061,1,1,1
"206","K04530",0.321069875121061,1,1,1
"211","K04559",0.321069875121061,1,1,1
"214","K04575",0.321069875121061,1,1,1
"215","K04591",0.321069875121061,1,1,1
"216","K04593",0.321069875121061,1,1,1
"217","K04600",0.321069875121061,1,1,1
"219","K04648",0.321069875121061,1,1,1
"224","K04679",0.321069875121061,1,1,1
"230","K04851",0.321069875121061,1,1,1
"234","K04987",0.321069875121061,1,1,1
"238","K05011",0.321069875121061,1,1,1
"245","K05122",0.321069875121061,1,1,1
"252","K05236",0.321069875121061,1,1,1
"258","K05641",0.321069875121061,1,1,1
"259","K05642",0.321069875121061,1,1,1
"262","K05665",0.321069875121061,1,1,1
"264","K05702",0.321069875121061,1,1,1
"265","K05719",0.321069875121061,1,1,1
"266","K05724",0.321069875121061,1,1,1
"267","K05725",0.321069875121061,1,1,1
"270","K05749",0.321069875121061,1,1,1
"276","K05858",0.321069875121061,1,1,1
"287","K06106",0.321069875121061,1,1,1
"288","K06111",0.321069875121061,1,1,1
"301","K06243",0.321069875121061,1,1,1
"302","K06255",0.321069875121061,1,1,1
"304","K06270",0.321069875121061,1,1,1
"314","K06669",0.321069875121061,1,1,1
"315","K06671",0.321069875121061,1,1,1
"320","K06766",0.321069875121061,1,1,1
"321","K06816",0.321069875121061,1,1,1
"326","K07151",0.321069875121061,1,1,1
"340","K07526",0.321069875121061,1,1,1
"356","K08018",0.321069875121061,1,1,1
"358","K08045",0.321069875121061,1,1,1
"368","K08267",0.321069875121061,1,1,1
"374","K08465",0.321069875121061,1,1,1
"384","K08606",0.321069875121061,1,1,1
"397","K08798",0.321069875121061,1,1,1
"406","K08833",0.321069875121061,1,1,1
"412","K08867",0.321069875121061,1,1,1
"413","K08871",0.321069875121061,1,1,1
"424","K09093",0.321069875121061,1,1,1
"451","K09486",0.321069875121061,1,1,1
"475","K09668",0.321069875121061,1,1,1
"486","K10276",0.321069875121061,1,1,1
"492","K10356",0.321069875121061,1,1,1
"493","K10357",0.321069875121061,1,1,1
"494","K10358",0.321069875121061,1,1,1
"495","K10359",0.321069875121061,1,1,1
"499","K10392",0.321069875121061,1,1,1
"503","K10400",0.321069875121061,1,1,1
"506","K10408",0.321069875121061,1,1,1
"508","K10415",0.321069875121061,1,1,1
"510","K10421",0.321069875121061,1,1,1
"511","K10423",0.321069875121061,1,1,1
"523","K10595",0.321069875121061,1,1,1
"524","K10596",0.321069875121061,1,1,1
"525","K10608",0.321069875121061,1,1,1
"527","K10612",0.321069875121061,1,1,1
"528","K10615",0.321069875121061,1,1,1
"540","K10758",0.321069875121061,1,1,1
"543","K10779",0.321069875121061,1,1,1
"547","K10807",0.321069875121061,1,1,1
"549","K10809",0.321069875121061,1,1,1
"553","K10866",0.321069875121061,1,1,1
"555","K10885",0.321069875121061,1,1,1
"556","K10891",0.321069875121061,1,1,1
"557","K10895",0.321069875121061,1,1,1
"567","K11101",0.321069875121061,1,1,1
"574","K11262",0.321069875121061,1,1,1
"576","K11274",0.321069875121061,1,1,1
"581","K11292",0.321069875121061,1,1,1
"594","K11446",0.321069875121061,1,1,1
"596","K11478",0.321069875121061,1,1,1
"598","K11490",0.321069875121061,1,1,1
"600","K11498",0.321069875121061,1,1,1
"604","K11536",0.321069875121061,1,1,1
"605","K11540",0.321069875121061,1,1,1
"609","K11649",0.321069875121061,1,1,1
"610","K11658",0.321069875121061,1,1,1
"615","K11718",0.321069875121061,1,1,1
"617","K11798",0.321069875121061,1,1,1
"619","K11824",0.321069875121061,1,1,1
"620","K11835",0.321069875121061,1,1,1
"622","K11841",0.321069875121061,1,1,1
"631","K11974",0.321069875121061,1,1,1
"636","K12040",0.321069875121061,1,1,1
"662","K12488",0.321069875121061,1,1,1
"666","K12567",0.321069875121061,1,1,1
"682","K12811",0.321069875121061,1,1,1
"686","K12821",0.321069875121061,1,1,1
"698","K12856",0.321069875121061,1,1,1
"699","K12858",0.321069875121061,1,1,1
"715","K13024",0.321069875121061,1,1,1
"736","K13159",0.321069875121061,1,1,1
"743","K13184",0.321069875121061,1,1,1
"748","K13291",0.321069875121061,1,1,1
"760","K13709",0.321069875121061,1,1,1
"771","K14005",0.321069875121061,1,1,1
"782","K14327",0.321069875121061,1,1,1
"787","K14405",0.321069875121061,1,1,1
"789","K14442",0.321069875121061,1,1,1
"812","K14766",0.321069875121061,1,1,1
"842","K14950",0.321069875121061,1,1,1
"843","K14959",0.321069875121061,1,1,1
"854","K15156",0.321069875121061,1,1,1
"855","K15168",0.321069875121061,1,1,1
"861","K15185",0.321069875121061,1,1,1
"874","K15332",0.321069875121061,1,1,1
"885","K15445",0.321069875121061,1,1,1
"893","K15603",0.321069875121061,1,1,1
"895","K15621",0.321069875121061,1,1,1
"899","K15682",0.321069875121061,1,1,1
"907","K15979",0.321069875121061,1,1,1
"909","K16072",0.321069875121061,1,1,1
"917","K16353",0.321069875121061,1,1,1
"923","K16506",0.321069875121061,1,1,1
"927","K16551",0.321069875121061,1,1,1
"929","K16578",0.321069875121061,1,1,1
"931","K16589",0.321069875121061,1,1,1
"932","K16599",0.321069875121061,1,1,1
"935","K16677",0.321069875121061,1,1,1
"939","K16728",0.321069875121061,1,1,1
"941","K16731",0.321069875121061,1,1,1
"943","K16740",0.321069875121061,1,1,1
"944","K16743",0.321069875121061,1,1,1
"950","K16767",0.321069875121061,1,1,1
"951","K16768",0.321069875121061,1,1,1
"952","K16771",0.321069875121061,1,1,1
"956","K16803",0.321069875121061,1,1,1
"966","K17079",0.321069875121061,1,1,1
"969","K17257",0.321069875121061,1,1,1
"977","K17388",0.321069875121061,1,1,1
"989","K17541",0.321069875121061,1,1,1
"996","K17572",0.321069875121061,1,1,1
"1004","K17594",0.321069875121061,1,1,1
"1023","K17915",0.321069875121061,1,1,1
"1031","K17935",0.321069875121061,1,1,1
"1033","K17964",0.321069875121061,1,1,1
"1042","K18260",0.321069875121061,1,1,1
"1049","K18443",0.321069875121061,1,1,1
"1064","K18730",0.321069875121061,1,1,1
"1069","K18756",0.321069875121061,1,1,1
"1070","K19009",0.321069875121061,1,1,1
"1071","K19013",0.321069875121061,1,1,1
